ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
19065,Jeremy McNichols,0.0,1,TEN,DEN,0.0,0.0,0.0,0.0,0.0,0.0
19065,Jeremy McNichols,1.1,2,TEN,JAX,10.8,0.0,0.0,0.0,0.0,0.0
19065,Jeremy McNichols,0.9,3,TEN,MIN,0.0,0.0,0.9,4.3,0.0,0.0
19065,,0,4,TEN,,0,0,0,0,0,0
19065,Jeremy McNichols,1.3,5,TEN,BUF,17.1,0.0,0.4,1.1,0.0,0.0
19065,Jeremy McNichols,2.8,6,TEN,HOU,31.7,0.0,0.8,4.2,0.0,0.0
19065,Jeremy McNichols,0.0,7,TEN,PIT,0.2,0.0,0.0,0.0,0.0,0.0
19065,Jeremy McNichols,7.9,8,TEN,CIN,62.0,0.0,0.0,0.0,0.0,0.0
19065,Jeremy McNichols,0.9,9,TEN,CHI,9.0,0.0,0.0,0.0,0.0,0.0
19065,Jeremy McNichols,5.7,10,TEN,IND,31.3,0.0,1.4,11.6,0.0,0.0
19065,Jeremy McNichols,0.3,11,TEN,BAL,0.0,0.0,0.5,0.9,0.0,0.0
