ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
21804,DeeJay Dallas,0.0,1,SEA,ATL,0.0,0.0,0.0,0.0,0.0,0.0
21804,DeeJay Dallas,0.0,2,SEA,NE,0.0,0.0,0.0,0.0,0.0,0.0
21804,DeeJay Dallas,0.0,3,SEA,DAL,0.0,0.0,0.0,0.0,0.0,0.0
21804,DeeJay Dallas,5.2,4,SEA,MIA,10.1,0.0,3.2,18.9,0.0,0.0
21804,DeeJay Dallas,0.0,5,SEA,MIN,0.0,0.0,0.0,0.0,0.0,0.0
21804,,0,6,SEA,,0,0,0,0,0,0
21804,DeeJay Dallas,3.4,7,SEA,ARI,0.0,0.0,2.4,19.8,0.0,0.0
21804,DeeJay Dallas,23.5,8,SEA,SF,47.4,1.3,6.7,19.7,1.3,0.0
21804,DeeJay Dallas,12.8,9,SEA,BUF,36.3,1.4,2.7,11.0,0.0,0.0
21804,DeeJay Dallas,2.0,10,SEA,LAR,3.8,0.0,1.0,15.9,0.0,0.0
21804,DeeJay Dallas,6.0,11,SEA,ARI,15.5,0.0,2.8,22.7,0.0,0.0
