ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
19119,Chris Carson,12.2,1,SEA,ATL,11.8,0.0,1.9,25.3,0.6,0.0
19119,Chris Carson,17.7,2,SEA,NE,69.6,0.0,2.8,34.8,0.9,0.0
19119,Chris Carson,0.6,3,SEA,DAL,16.5,0.0,0.2,0.8,0.0,0.0
19119,Chris Carson,3.4,4,SEA,MIA,30.3,0.3,0.4,2.9,0.0,0.0
19119,Chris Carson,19.8,5,SEA,MIN,60.9,1.4,8.2,31.6,0.0,0.0
19119,,0,6,SEA,,0,0,0,0,0,0
19119,Chris Carson,3.5,7,SEA,ARI,29.5,0.0,0.8,5.3,0.0,0.0
19119,Chris Carson,0.0,8,SEA,SF,0.0,0.0,0.0,0.0,0.0,0.0
19119,Chris Carson,0.0,9,SEA,BUF,0.0,0.0,0.0,0.0,0.0,0.0
19119,Chris Carson,0.0,10,SEA,LAR,0.0,0.0,0.0,0.0,0.0,0.0
19119,Chris Carson,0.0,11,SEA,ARI,0.0,0.0,0.0,0.0,0.0,0.0
