ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16510,Jerick McKinnon,8.2,1,SF,ARI,19.9,0.0,2.1,16.6,0.7,0.0
16510,Jerick McKinnon,1.8,2,SF,NYJ,27.6,0.1,0.0,0.0,0.0,0.0
16510,Jerick McKinnon,17.2,3,SF,NYG,43.1,1.3,3.9,44.2,0.0,0.0
16510,Jerick McKinnon,20.4,4,SF,PHI,57.5,1.1,7.9,45.8,0.0,0.0
16510,Jerick McKinnon,0.2,5,SF,MIA,0.0,0.0,0.2,0.6,0.0,0.0
16510,Jerick McKinnon,7.1,6,SF,LAR,24.6,0.0,3.7,13.7,0.0,0.0
16510,Jerick McKinnon,-0.1,7,SF,NE,-0.6,0.0,0.0,0.0,0.0,0.0
16510,Jerick McKinnon,1.3,8,SF,SEA,-0.3,0.1,0.5,13.4,0.0,0.0
16510,Jerick McKinnon,15.9,9,SF,GB,57.8,1.2,3.7,17.8,0.0,0.0
16510,Jerick McKinnon,3.3,10,SF,NO,26.7,0.0,0.7,10.5,0.0,0.0
16510,,0,11,SF,,0,0,0,0,0,0
