ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16834,Tevin Coleman,8.3,1,SF,ARI,30.4,0.0,2.8,10.1,0.0,0.0
16834,Tevin Coleman,15.2,2,SF,NYJ,20.9,0.0,6.1,48.8,0.0,0.0
16834,,0,3,SF,,0,0,0,0,0,0
16834,,0,4,SF,,0,0,0,0,0,0
16834,,0,5,SF,,0,0,0,0,0,0
16834,,0,6,SF,,0,0,0,0,0,0
16834,,0,7,SF,,0,0,0,0,0,0
16834,Tevin Coleman,0.4,8,SF,SEA,4.2,0.0,0.0,0.0,0.0,0.0
16834,Tevin Coleman,0.0,9,SF,GB,0.0,0.0,0.0,0.0,0.0,0.0
16834,Tevin Coleman,0.0,10,SF,NO,0.0,0.0,0.0,0.0,0.0,0.0
16834,,0,11,SF,,0,0,0,0,0,0
