ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
5820,Frank Gore,6.8,1,NYJ,BUF,40.5,0.0,0.0,0.0,0.0,0.0
5820,Frank Gore,13.0,2,NYJ,SF,90.5,0.0,0.0,0.0,0.0,0.0
5820,Frank Gore,11.6,3,NYJ,IND,75.1,0.0,1.7,8.7,0.0,0.0
5820,Frank Gore,1.8,4,NYJ,DEN,19.8,0.0,0.4,2.6,0.0,0.0
5820,Frank Gore,0.9,5,NYJ,ARI,16.3,0.0,0.0,0.0,0.0,0.0
5820,Frank Gore,0.8,6,NYJ,MIA,13.3,0.0,0.3,2.0,0.0,0.0
5820,Frank Gore,10.0,7,NYJ,BUF,100.3,0.0,0.0,0.0,0.0,0.0
5820,Frank Gore,4.7,8,NYJ,KC,37.6,0.0,0.0,0.0,0.0,0.0
5820,Frank Gore,8.9,9,NYJ,NE,52.2,0.0,2.6,14.8,0.0,0.0
5820,,0,10,NYJ,,0,0,0,0,0,0
5820,Frank Gore,6.0,11,NYJ,LAC,39.9,0.4,0.9,4.3,0.0,0.0
