ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
21802,A.J. Dillon,0.5,1,GB,MIN,4.7,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,0.1,2,GB,DET,1.2,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,0.0,3,GB,NO,0.0,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,0.6,4,GB,ATL,6.4,0.0,0.0,0.0,0.0,0.0
21802,,0,5,GB,,0,0,0,0,0,0
21802,A.J. Dillon,4.1,6,GB,TB,35.9,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,1.5,7,GB,HOU,12.9,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,5.0,8,GB,MIN,22.9,0.0,1.2,17.4,0.0,0.0
21802,A.J. Dillon,0.0,9,GB,SF,0.0,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,0.0,10,GB,JAX,0.0,0.0,0.0,0.0,0.0,0.0
21802,A.J. Dillon,0.0,11,GB,IND,0.0,0.0,0.0,0.0,0.0,0.0
