ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16056,James White,0.7,1,NE,MIA,2.4,0.0,0.3,3.2,0.0,0.0
16056,James White,0.0,2,NE,SEA,0.0,0.0,0.0,0.0,0.0,0.0
16056,James White,0.0,3,NE,LV,0.0,0.0,0.0,0.0,0.0,0.0
16056,James White,13.7,4,NE,KC,30.6,0.0,10.2,55.3,0.0,0.0
16056,,0,5,NE,,0,0,0,0,0,0
16056,James White,11.5,6,NE,DEN,8.3,0.0,8.3,66.1,0.0,0.0
16056,James White,0.5,7,NE,SF,0.0,0.0,0.6,1.8,0.0,0.0
16056,James White,0.4,8,NE,BUF,0.0,0.0,0.2,10.4,0.0,0.0
16056,James White,10.5,9,NE,NYJ,0.0,0.0,9.6,37.1,0.0,0.0
16056,James White,0.4,10,NE,BAL,0.0,0.0,0.4,1.6,0.0,0.0
16056,James White,19.4,11,NE,HOU,32.7,0.0,10.3,110.1,0.0,0.0
