ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
19924,Ito Smith,2.2,1,ATL,SEA,4.2,0.0,3.2,2.1,0.0,0.0
19924,Ito Smith,0.6,2,ATL,DAL,11.2,0.0,0.0,0.0,0.0,0.0
19924,Ito Smith,0.0,3,ATL,CHI,0.0,0.0,0.0,0.0,0.0,0.0
19924,Ito Smith,3.2,4,ATL,GB,2.3,0.0,2.3,21.0,0.0,0.0
19924,Ito Smith,1.6,5,ATL,CAR,16.4,0.0,0.0,0.0,0.0,0.0
19924,Ito Smith,4.2,6,ATL,MIN,11.2,0.0,1.4,20.1,0.0,0.0
19924,Ito Smith,0.0,7,ATL,DET,0.0,0.0,0.0,0.0,0.0,0.0
19924,Ito Smith,0.0,8,ATL,CAR,0.0,0.0,0.0,0.0,0.0,0.0
19924,Ito Smith,0.0,9,ATL,DEN,0.0,0.0,0.0,0.0,0.0,0.0
19924,,0,10,ATL,,0,0,0,0,0,0
19924,Ito Smith,0.7,11,ATL,NO,7.1,0.0,0.0,0.0,0.0,0.0
