ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16887,Mike Davis,0.0,1,CAR,LV,0.0,0.0,0.0,0.0,0.0,0.0
16887,Mike Davis,11.4,2,CAR,TB,1.0,0.0,7.9,73.6,0.0,0.0
16887,Mike Davis,25.0,3,CAR,LAC,60.3,0.0,10.5,59.0,1.7,0.0
16887,Mike Davis,23.1,4,CAR,ARI,98.9,1.4,6.9,31.8,0.0,0.0
16887,Mike Davis,37.9,5,CAR,ATL,133.0,0.0,13.4,89.6,2.2,0.0
16887,Mike Davis,17.0,6,CAR,CHI,84.0,2.6,5.2,7.8,0.0,2.6
16887,Mike Davis,1.1,7,CAR,NO,2.2,0.0,0.9,10.4,0.0,0.0
16887,Mike Davis,9.5,8,CAR,ATL,71.1,0.0,1.2,11.8,0.0,0.0
16887,Mike Davis,12.0,9,CAR,KC,5.8,0.0,9.7,47.4,0.0,0.0
16887,Mike Davis,10.9,10,CAR,TB,54.6,0.0,11.6,20.5,0.0,0.0
16887,Mike Davis,17.6,11,CAR,DET,75.4,1.4,2.8,17.7,0.0,0.0
