ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18878,Alvin Kamara,19.3,1,NO,TB,14.6,0.8,4.2,46.5,0.8,0.0
18878,Alvin Kamara,29.1,2,NO,LV,67.7,1.5,6.6,81.4,0.0,0.0
18878,Alvin Kamara,23.2,3,NO,GB,35.2,0.0,4.8,84.4,0.7,0.0
18878,Alvin Kamara,1.4,4,NO,DET,22.4,0.1,0.2,2.6,0.0,0.0
18878,Alvin Kamara,24.2,5,NO,LAC,68.4,0.0,12.2,112.5,0.0,0.0
18878,,0,6,NO,,0,0,0,0,0,0
18878,Alvin Kamara,22.9,7,NO,CAR,100.9,0.0,11.8,79.0,0.0,0.0
18878,Alvin Kamara,33.3,8,NO,CHI,107.3,0.0,14.4,153.7,0.0,0.0
18878,Alvin Kamara,18.1,9,NO,TB,54.1,1.8,9.1,12.2,0.0,0.0
18878,Alvin Kamara,51.7,10,NO,SF,24.8,5.5,11.6,137.0,2.7,0.0
18878,Alvin Kamara,6.6,11,NO,ATL,35.8,0.6,0.0,0.0,0.0,0.0
