ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20239,Gus Edwards,0.4,1,BAL,CLE,4.4,0.0,0.0,0.0,0.0,0.0
20239,Gus Edwards,2.3,2,BAL,HOU,41.1,0.0,0.0,0.0,0.0,0.0
20239,Gus Edwards,1.5,3,BAL,KC,24.1,0.0,0.0,0.0,0.0,0.0
20239,Gus Edwards,4.3,4,BAL,WAS,40.4,0.0,0.0,0.0,0.0,0.0
20239,Gus Edwards,3.1,5,BAL,CIN,28.0,0.0,0.0,0.0,0.0,0.0
20239,Gus Edwards,10.1,6,BAL,PHI,30.5,1.4,0.0,0.0,0.0,0.0
20239,,0,7,BAL,,0,0,0,0,0,0
20239,Gus Edwards,10.4,8,BAL,PIT,61.8,0.5,0.0,0.0,0.0,0.0
20239,Gus Edwards,4.9,9,BAL,IND,17.6,0.6,1.2,6.4,0.0,0.6
20239,Gus Edwards,12.8,10,BAL,NE,68.7,0.0,2.7,50.7,0.0,0.0
20239,Gus Edwards,0.3,11,BAL,TEN,2.9,0.0,0.0,0.0,0.0,0.0
