ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
19822,Kerryon Johnson,2.4,1,DET,CHI,18.4,0.0,0.0,0.0,0.0,0.0
19822,Kerryon Johnson,13.8,2,DET,GB,48.2,2.3,0.0,0.0,0.0,0.0
19822,Kerryon Johnson,0.2,3,DET,ARI,1.0,0.0,0.1,0.9,0.0,0.0
19822,Kerryon Johnson,0.4,4,DET,NO,1.9,0.0,0.2,0.6,0.0,0.0
19822,,0,5,DET,,0,0,0,0,0,0
19822,Kerryon Johnson,2.0,6,DET,JAX,7.2,0.0,0.8,8.8,0.0,0.0
19822,Kerryon Johnson,0.0,7,DET,ATL,0.0,0.0,0.0,0.0,0.0,0.0
19822,Kerryon Johnson,13.5,8,DET,IND,0.0,0.0,5.0,23.8,2.5,0.0
19822,Kerryon Johnson,0.9,9,DET,MIN,3.3,0.0,0.3,12.1,0.0,0.0
19822,Kerryon Johnson,0.5,10,DET,WAS,5.1,0.0,0.0,0.0,0.0,0.0
19822,Kerryon Johnson,13.4,11,DET,CAR,28.4,0.0,5.6,35.1,0.0,0.0
