ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16668,Carlos Hyde,1.7,1,SEA,ATL,10.4,0.2,0.0,0.0,0.0,0.0
16668,Carlos Hyde,0.9,2,SEA,NE,4.4,0.0,0.4,3.0,0.0,0.0
16668,Carlos Hyde,1.4,3,SEA,DAL,5.8,0.0,0.5,5.4,0.0,0.0
16668,Carlos Hyde,0.0,4,SEA,MIA,0.0,0.0,0.0,0.0,0.0,0.0
16668,Carlos Hyde,0.0,5,SEA,MIN,0.0,0.0,0.0,0.0,0.0,0.0
16668,,0,6,SEA,,0,0,0,0,0,0
16668,Carlos Hyde,25.8,7,SEA,ARI,116.1,2.9,8.8,13.7,0.0,0.0
16668,Carlos Hyde,0.0,8,SEA,SF,0.0,0.0,0.0,0.0,0.0,0.0
16668,Carlos Hyde,0.0,9,SEA,BUF,0.0,0.0,0.0,0.0,0.0,0.0
16668,Carlos Hyde,0.0,10,SEA,LAR,0.0,0.0,0.0,0.0,0.0,0.0
16668,Carlos Hyde,10.7,11,SEA,ARI,51.3,0.4,0.8,10.4,0.0,0.0
