ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
12708,Dion Lewis,0.2,1,NYG,PIT,1.9,0.0,0.0,0.0,0.0,0.0
12708,Dion Lewis,2.1,2,NYG,CHI,3.1,0.2,0.6,14.1,0.0,0.0
12708,Dion Lewis,1.9,3,NYG,SF,0.0,0.0,1.2,11.2,0.0,0.0
12708,Dion Lewis,3.6,4,NYG,LAR,11.3,0.0,2.5,10.2,0.0,0.0
12708,Dion Lewis,0.1,5,NYG,DAL,0.0,0.0,0.2,0.1,0.0,0.0
12708,Dion Lewis,1.2,6,NYG,WAS,0.0,0.0,0.8,7.8,0.0,0.0
12708,Dion Lewis,0.8,7,NYG,PHI,37.0,0.0,0.0,0.0,0.0,2.6
12708,Dion Lewis,6.2,8,NYG,TB,0.0,0.0,1.6,6.4,0.8,0.0
12708,Dion Lewis,8.1,9,NYG,WAS,13.1,0.0,5.2,25.9,0.0,0.0
12708,Dion Lewis,0.3,10,NYG,PHI,0.0,0.0,0.2,2.0,0.0,0.0
12708,,0,11,NYG,,0,0,0,0,0,0
