ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
17217,Raheem Mostert,32.3,1,SF,ARI,78.4,0.0,7.8,133.0,2.0,0.0
17217,Raheem Mostert,21.1,2,SF,NYJ,109.8,1.4,2.8,17.9,0.0,0.0
17217,Raheem Mostert,0.0,3,SF,NYG,0.0,0.0,0.0,0.0,0.0,0.0
17217,Raheem Mostert,0.0,4,SF,PHI,0.0,0.0,0.0,0.0,0.0,0.0
17217,Raheem Mostert,3.7,5,SF,MIA,47.0,0.0,0.8,15.1,0.0,0.0
17217,Raheem Mostert,0.9,6,SF,LAR,20.5,0.0,0.2,1.1,0.0,0.0
17217,,0,7,SF,,0,0,0,0,0,0
17217,,0,8,SF,,0,0,0,0,0,0
17217,,0,9,SF,,0,0,0,0,0,0
17217,,0,10,SF,,0,0,0,0,0,0
17217,,0,11,SF,,0,0,0,0,0,0
