ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
19919,Chase Edmonds,14.6,1,ARI,SF,31.7,0.0,4.5,23.2,1.5,0.0
19919,Chase Edmonds,7.4,2,ARI,WAS,10.5,0.0,7.9,14.6,0.0,0.0
19919,Chase Edmonds,3.7,3,ARI,DET,11.9,0.0,1.7,19.2,0.0,0.0
19919,Chase Edmonds,13.0,4,ARI,CAR,16.6,0.0,5.4,24.9,1.1,0.0
19919,Chase Edmonds,1.9,5,ARI,NYJ,11.8,0.1,0.5,18.4,0.0,0.0
19919,Chase Edmonds,1.8,6,ARI,DAL,16.9,0.0,0.5,3.2,0.0,0.0
19919,Chase Edmonds,27.4,7,ARI,SEA,88.4,0.0,10.7,132.7,0.0,0.0
19919,,0,8,ARI,,0,0,0,0,0,0
19919,Chase Edmonds,17.1,9,ARI,MIA,116.3,0.0,8.3,29.9,0.0,0.0
19919,Chase Edmonds,3.5,10,ARI,BUF,34.7,0.0,1.1,13.0,0.0,0.0
19919,Chase Edmonds,12.3,11,ARI,SEA,12.4,0.0,3.7,34.5,0.9,0.0
