ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
19319,Matt Breida,3.6,1,MIA,NE,28.2,0.0,0.0,0.0,0.0,0.0
19319,Matt Breida,13.4,2,MIA,BUF,64.6,0.0,3.0,6.1,0.0,0.0
19319,Matt Breida,0.4,3,MIA,JAX,4.3,0.0,0.0,0.0,0.0,0.0
19319,Matt Breida,7.6,4,MIA,SEA,10.9,0.0,3.6,42.9,0.0,0.0
19319,Matt Breida,1.0,5,MIA,SF,11.0,0.0,0.2,12.2,0.0,0.0
19319,Matt Breida,2.3,6,MIA,NYJ,12.8,0.0,1.5,5.1,0.0,0.0
19319,,0,7,MIA,,0,0,0,0,0,0
19319,Matt Breida,0.7,8,MIA,LAR,7.3,0.0,0.0,0.0,0.0,0.0
19319,Matt Breida,0.0,9,MIA,ARI,0.0,0.0,0.0,0.0,0.0,0.0
19319,Matt Breida,0.0,10,MIA,LAC,0.0,0.0,0.0,0.0,0.0,0.0
19319,Matt Breida,0.1,11,MIA,DEN,0.6,0.0,0.0,0.0,0.0,0.0
