ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18957,,0,1,TEN,,0,0,0,0,0,0
18957,,0,2,TEN,,0,0,0,0,0,0
18957,,0,3,TEN,,0,0,0,0,0,0
18957,,0,4,TEN,,0,0,0,0,0,0
18957,,0,5,TEN,,0,0,0,0,0,0
18957,,0,6,TEN,,0,0,0,0,0,0
18957,,0,7,TEN,,0,0,0,0,0,0
18957,D'Onta Foreman,11.2,8,TEN,CIN,64.2,0.0,0.0,0.0,0.0,0.0
18957,D'Onta Foreman,1.2,9,TEN,CHI,11.3,0.0,0.0,0.0,0.0,0.0
18957,D'Onta Foreman,1.2,10,TEN,IND,2.5,0.0,0.1,0.7,0.1,0.0
18957,D'Onta Foreman,0.2,11,TEN,BAL,2.3,0.0,0.0,0.0,0.0,0.0
