ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20064,Justin Jackson,1.1,1,LAC,CIN,11.1,0.0,0.0,0.0,0.0,0.0
20064,Justin Jackson,0.0,2,LAC,KC,0.0,0.0,0.0,0.0,0.0,0.0
20064,Justin Jackson,0.0,3,LAC,CAR,0.0,0.0,0.0,0.0,0.0,0.0
20064,Justin Jackson,3.5,4,LAC,TB,10.1,0.0,2.2,12.7,0.0,0.0
20064,Justin Jackson,12.4,5,LAC,NO,74.3,0.0,5.5,24.1,0.0,0.0
20064,,0,6,LAC,,0,0,0,0,0,0
20064,Justin Jackson,11.8,7,LAC,JAX,14.6,0.0,7.4,52.2,0.0,0.0
20064,Justin Jackson,22.0,8,LAC,DEN,124.5,0.0,5.9,74.1,0.0,0.0
20064,Justin Jackson,0.0,9,LAC,LV,0.0,0.0,0.0,0.0,0.0,0.0
20064,,0,10,LAC,,0,0,0,0,0,0
20064,,0,11,LAC,,0,0,0,0,0,0
