ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
17053,Malcolm Brown,34.8,1,LAR,DAL,112.3,4.0,6.1,44.1,0.0,0.0
17053,Malcolm Brown,7.9,2,LAR,PHI,61.0,0.0,0.0,0.0,0.0,0.0
17053,Malcolm Brown,1.8,3,LAR,BUF,18.7,0.0,0.0,0.0,0.0,0.0
17053,Malcolm Brown,5.9,4,LAR,NYG,32.1,0.0,3.6,16.1,0.0,0.0
17053,Malcolm Brown,0.8,5,LAR,WAS,15.9,0.0,0.3,-3.2,0.0,0.0
17053,Malcolm Brown,0.6,6,LAR,SF,0.7,0.0,0.5,3.0,0.0,0.0
17053,Malcolm Brown,18.6,7,LAR,CHI,90.7,2.5,0.0,0.0,0.0,0.0
17053,Malcolm Brown,14.2,8,LAR,MIA,58.2,0.0,4.2,24.7,0.0,0.0
17053,,0,9,LAR,,0,0,0,0,0,0
17053,Malcolm Brown,11.0,10,LAR,SEA,20.0,0.7,0.7,10.9,0.0,0.0
17053,Malcolm Brown,8.2,11,LAR,TB,31.5,0.0,2.5,12.6,0.0,0.0
