ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18764,,0,1,LAC,,0,0,0,0,0,0
18764,,0,2,LAC,,0,0,0,0,0,0
18764,,0,3,LAC,,0,0,0,0,0,0
18764,,0,4,LAC,,0,0,0,0,0,0
18764,Troymaine Pope,0.0,5,LAC,NO,0.0,0.0,0.0,0.0,0.0,0.0
18764,,0,6,LAC,,0,0,0,0,0,0
18764,Troymaine Pope,0.3,7,LAC,JAX,2.6,0.0,0.0,0.0,0.0,0.0
18764,Troymaine Pope,19.8,8,LAC,DEN,110.3,0.0,13.5,46.1,0.0,0.0
18764,Troymaine Pope,0.0,9,LAC,LV,0.0,0.0,0.0,0.0,0.0,0.0
18764,Troymaine Pope,0.0,10,LAC,MIA,0.0,0.0,0.0,0.0,0.0,0.0
18764,Troymaine Pope,1.2,11,LAC,NYJ,1.8,0.0,0.9,5.4,0.0,0.0
