ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18872,Dalvin Cook,15.1,1,MIN,GB,35.5,1.0,0.5,-1.4,0.0,0.0
18872,Dalvin Cook,4.4,2,MIN,IND,32.8,0.3,0.5,2.2,0.0,0.0
18872,Dalvin Cook,1.8,3,MIN,TEN,49.1,0.1,0.1,1.3,0.0,0.1
18872,Dalvin Cook,43.3,4,MIN,HOU,203.8,4.9,4.9,25.1,0.0,0.0
18872,Dalvin Cook,23.0,5,MIN,SEA,85.7,1.7,8.7,31.7,0.0,0.0
18872,Dalvin Cook,0.0,6,MIN,ATL,0.0,0.0,0.0,0.0,0.0,0.0
18872,,0,7,MIN,,0,0,0,0,0,0
18872,Dalvin Cook,20.8,8,MIN,GB,71.4,0.6,0.4,27.6,0.2,0.0
18872,Dalvin Cook,64.5,9,MIN,DET,347.7,5.7,5.7,77.6,0.0,0.0
18872,Dalvin Cook,12.4,10,MIN,CHI,90.5,0.0,3.6,15.1,0.0,0.0
18872,Dalvin Cook,12.0,11,MIN,DAL,61.4,0.3,1.4,24.0,0.0,0.3
