ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
21674,J.K. Dobbins,19.9,1,BAL,CLE,30.9,3.9,0.0,0.0,0.0,0.0
21674,J.K. Dobbins,10.1,2,BAL,HOU,73.2,0.0,2.3,19.8,0.0,0.0
21674,J.K. Dobbins,14.6,3,BAL,KC,13.7,0.0,9.1,57.5,0.0,0.0
21674,J.K. Dobbins,5.9,4,BAL,WAS,26.2,0.0,2.7,2.7,0.0,0.0
21674,J.K. Dobbins,11.4,5,BAL,CIN,55.2,0.0,7.9,34.1,0.0,0.0
21674,J.K. Dobbins,11.9,6,BAL,PHI,48.9,0.0,6.1,3.0,0.0,0.0
21674,,0,7,BAL,,0,0,0,0,0,0
21674,J.K. Dobbins,14.3,8,BAL,PIT,128.1,0.0,1.3,10.3,0.0,0.0
21674,J.K. Dobbins,5.7,9,BAL,IND,33.6,0.0,2.5,6.3,0.0,0.0
21674,J.K. Dobbins,5.0,10,BAL,NE,21.0,0.0,2.6,2.6,0.0,0.0
21674,J.K. Dobbins,3.1,11,BAL,TEN,29.7,0.2,0.4,2.7,0.0,0.0
