ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20868,Alexander Mattison,4.8,1,MIN,GB,34.6,0.0,1.9,20.7,0.0,0.0
20868,Alexander Mattison,1.6,2,MIN,IND,11.3,0.0,0.8,2.3,0.0,0.0
20868,Alexander Mattison,2.0,3,MIN,TEN,23.2,0.0,0.0,0.0,0.0,0.0
20868,Alexander Mattison,10.1,4,MIN,HOU,22.3,1.7,0.0,0.0,0.0,0.0
20868,Alexander Mattison,19.6,5,MIN,SEA,145.6,0.0,5.1,31.2,0.0,0.0
20868,Alexander Mattison,7.7,6,MIN,ATL,38.5,0.0,2.2,8.8,0.0,0.0
20868,,0,7,MIN,,0,0,0,0,0,0
20868,Alexander Mattison,1.0,8,MIN,GB,10.5,0.0,0.0,0.0,0.0,0.0
20868,Alexander Mattison,8.8,9,MIN,DET,78.1,0.0,0.0,0.0,0.0,0.0
20868,Alexander Mattison,0.2,10,MIN,CHI,1.7,0.0,0.0,0.0,0.0,0.0
20868,Alexander Mattison,1.1,11,MIN,DAL,11.4,0.0,0.0,0.0,0.0,0.0
