ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
13337,Mark Ingram II,0.7,1,BAL,CLE,14.0,0.0,0.0,0.0,0.0,0.0
13337,Mark Ingram II,15.9,2,BAL,HOU,59.5,1.2,2.3,23.8,0.0,0.0
13337,Mark Ingram II,0.4,3,BAL,KC,11.2,0.0,0.0,0.0,0.0,0.0
13337,Mark Ingram II,3.3,4,BAL,WAS,19.3,0.3,0.3,1.0,0.0,0.0
13337,Mark Ingram II,10.6,5,BAL,CIN,77.6,0.0,0.0,0.0,0.0,0.0
13337,Mark Ingram II,0.4,6,BAL,PHI,4.2,0.0,0.0,0.0,0.0,0.0
13337,,0,7,BAL,,0,0,0,0,0,0
13337,Mark Ingram II,0.0,8,BAL,PIT,0.0,0.0,0.0,0.0,0.0,0.0
13337,Mark Ingram II,0.0,9,BAL,IND,0.0,0.0,0.0,0.0,0.0,0.0
13337,Mark Ingram II,2.6,10,BAL,NE,3.4,0.0,1.3,19.7,0.0,0.0
13337,Mark Ingram II,0.0,11,BAL,TEN,0.5,0.0,0.0,0.0,0.0,0.0
