ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18464,J.D. McKissic,0.0,1,WAS,PHI,-0.7,0.0,0.1,0.1,0.0,0.0
18464,J.D. McKissic,0.9,2,WAS,ARI,21.3,0.0,0.0,0.0,0.0,0.0
18464,J.D. McKissic,2.8,3,WAS,CLE,6.3,0.0,1.3,24.0,0.0,0.0
18464,J.D. McKissic,11.5,4,WAS,BAL,11.4,0.0,13.3,55.0,0.0,1.9
18464,J.D. McKissic,12.8,5,WAS,LAR,7.9,0.0,15.8,74.8,0.0,0.0
18464,J.D. McKissic,19.2,6,WAS,NYG,68.9,0.0,10.1,72.3,0.0,0.0
18464,J.D. McKissic,1.1,7,WAS,DAL,15.0,0.0,0.4,3.0,0.0,0.0
18464,,0,8,WFT,,0,0,0,0,0,0
18464,J.D. McKissic,5.0,9,WAS,NYG,10.7,0.0,3.5,40.8,0.0,0.0
18464,J.D. McKissic,2.7,10,WAS,DET,1.1,0.2,1.3,18.4,0.0,0.0
18464,J.D. McKissic,2.2,11,WAS,CIN,22.2,0.0,0.8,13.4,0.0,0.0
