ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20039,Boston Scott,9.7,1,PHI,WAS,43.0,0.0,3.0,23.4,0.0,0.0
20039,Boston Scott,10.5,2,PHI,LAR,25.5,0.0,5.4,32.2,0.0,0.0
20039,Boston Scott,1.0,3,PHI,CIN,9.8,0.0,0.0,0.0,0.0,0.0
20039,Boston Scott,0.0,4,PHI,SF,0.1,0.0,0.0,0.0,0.0,0.0
20039,Boston Scott,0.0,5,PHI,PIT,0.3,0.0,0.0,0.0,0.0,0.0
20039,Boston Scott,0.4,6,PHI,BAL,0.8,0.0,0.4,1.0,0.0,0.0
20039,Boston Scott,4.3,7,PHI,NYG,23.3,0.0,0.8,23.3,0.3,0.0
20039,Boston Scott,12.7,8,PHI,DAL,100.1,0.0,4.1,12.9,0.0,0.0
20039,,0,9,PHI,,0,0,0,0,0,0
20039,Boston Scott,20.1,10,PHI,NYG,91.0,2.1,2.1,15.9,0.0,0.0
20039,Boston Scott,5.2,11,PHI,CLE,21.4,0.0,2.4,23.2,0.0,0.0
