ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
21970,,0,1,JAX,,0,0,0,0,0,0
21970,,0,2,JAX,,0,0,0,0,0,0
21970,,0,3,JAX,,0,0,0,0,0,0
21970,,0,4,JAX,,0,0,0,0,0,0
21970,,0,5,JAX,,0,0,0,0,0,0
21970,,0,6,JAX,,0,0,0,0,0,0
21970,,0,7,JAX,,0,0,0,0,0,0
21970,,0,8,JAX,,0,0,0,0,0,0
21970,,0,9,JAX,,0,0,0,0,0,0
21970,,0,10,JAX,,0,0,0,0,0,0
21970,,0,11,JAX,,0,0,0,0,0,0
