ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20964,Darwin Thompson,0.0,1,KC,HOU,0.0,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,1.2,2,KC,LAC,16.0,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,-1.5,3,KC,BAL,18.3,0.0,0.0,0.0,0.0,2.8
20964,Darwin Thompson,0.0,4,KC,NE,0.0,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,0.0,5,KC,LV,0.0,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,4.6,6,KC,BUF,27.9,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,0.0,7,KC,DEN,0.0,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,0.7,8,KC,NYJ,7.4,0.0,0.0,0.0,0.0,0.0
20964,Darwin Thompson,0.0,9,KC,CAR,0.0,0.0,0.0,0.0,0.0,0.0
20964,,0,10,KC,,0,0,0,0,0,0
20964,Darwin Thompson,0.0,11,KC,LV,0.0,0.0,0.0,0.0,0.0,0.0
