ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16771,Todd Gurley II,5.4,1,ATL,SEA,36.4,0.4,0.8,0.4,0.0,0.0
16771,Todd Gurley II,7.6,2,ATL,DAL,67.9,0.0,0.0,0.0,0.0,0.0
16771,Todd Gurley II,2.4,3,ATL,CHI,32.4,0.2,0.2,0.3,0.0,0.0
16771,Todd Gurley II,2.3,4,ATL,GB,19.8,0.2,0.1,0.7,0.0,0.0
16771,Todd Gurley II,26.2,5,ATL,CAR,137.8,1.3,5.2,33.0,0.0,0.0
16771,Todd Gurley II,13.1,6,ATL,MIN,75.3,0.0,7.7,32.0,0.0,0.0
16771,Todd Gurley II,19.0,7,ATL,DET,56.3,1.6,1.6,17.0,0.0,0.0
16771,Todd Gurley II,11.4,8,ATL,CAR,49.4,1.2,0.0,0.0,0.0,0.0
16771,Todd Gurley II,1.7,9,ATL,DEN,19.5,0.1,0.3,0.3,0.0,0.0
16771,,0,10,ATL,,0,0,0,0,0,0
16771,Todd Gurley II,9.5,11,ATL,NO,43.5,0.0,2.8,8.4,0.0,0.0
