ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18803,Leonard Fournette,0.3,1,TB,NO,0.6,0.0,0.1,1.6,0.0,0.0
18803,Leonard Fournette,43.9,2,TB,CAR,176.6,5.9,11.8,22.3,0.0,0.0
18803,Leonard Fournette,6.3,3,TB,DEN,21.0,0.0,3.9,13.7,0.0,0.0
18803,Leonard Fournette,0.0,4,TB,LAC,0.0,0.0,0.0,0.0,0.0,0.0
18803,Leonard Fournette,0.0,5,TB,CHI,0.0,0.0,0.0,0.0,0.0,0.0
18803,Leonard Fournette,0.0,6,TB,GB,0.0,0.0,0.0,0.0,0.0,0.0
18803,Leonard Fournette,3.3,7,TB,LV,25.4,0.0,1.5,23.9,0.0,0.0
18803,Leonard Fournette,14.0,8,TB,NYG,84.9,0.0,8.0,31.0,0.0,0.0
18803,Leonard Fournette,12.3,9,TB,NO,0.0,0.0,10.4,54.0,0.0,0.0
18803,Leonard Fournette,2.8,10,TB,CAR,15.9,0.0,1.4,7.7,0.0,0.0
18803,Leonard Fournette,11.9,11,TB,LAR,22.3,1.7,1.7,11.8,0.0,0.0
