ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16847,David Johnson,23.5,1,HOU,KC,98.5,1.6,4.9,40.9,0.0,0.0
16847,David Johnson,8.0,2,HOU,BAL,39.3,0.0,2.7,18.5,0.0,0.0
16847,David Johnson,8.2,3,HOU,PIT,19.3,0.7,1.4,19.3,0.0,0.0
16847,David Johnson,9.7,4,HOU,MIN,61.4,0.0,1.9,28.2,0.0,0.0
16847,David Johnson,4.9,5,HOU,JAX,63.1,0.0,0.9,3.0,0.0,0.0
16847,David Johnson,3.8,6,HOU,TEN,30.5,0.3,0.3,3.4,0.0,0.0
16847,David Johnson,24.7,7,HOU,GB,72.2,0.0,11.8,72.2,3.0,3.0
16847,,0,8,HOU,,0,0,0,0,0,0
16847,David Johnson,0.9,9,HOU,JAX,12.1,0.0,0.0,0.0,0.0,0.0
16847,,0,10,HOU,,0,0,0,0,0,0
16847,,0,11,HOU,,0,0,0,0,0,0
