ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16838,Duke Johnson,2.3,1,HOU,KC,18.0,0.0,0.0,0.0,0.0,0.0
16838,Duke Johnson,0.0,2,HOU,BAL,0.0,0.0,0.0,0.0,0.0,0.0
16838,Duke Johnson,0.0,3,HOU,PIT,0.0,0.0,0.0,0.0,0.0,0.0
16838,Duke Johnson,1.1,4,HOU,MIN,10.2,0.0,0.5,3.8,0.0,0.0
16838,Duke Johnson,1.1,5,HOU,JAX,3.6,0.0,0.5,5.0,0.0,0.0
16838,Duke Johnson,0.9,6,HOU,TEN,4.8,0.0,0.5,1.1,0.0,0.0
16838,Duke Johnson,6.4,7,HOU,GB,-1.0,0.0,4.8,42.1,0.0,0.0
16838,,0,8,HOU,,0,0,0,0,0,0
16838,Duke Johnson,11.2,9,HOU,JAX,34.6,0.7,2.8,27.0,0.0,0.7
16838,Duke Johnson,5.3,10,HOU,CLE,53.5,0.0,0.0,0.0,0.0,0.0
16838,Duke Johnson,10.6,11,HOU,NE,21.8,0.0,6.4,29.1,0.0,0.0
