ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20882,David Montgomery,7.5,1,CHI,DET,62.3,0.0,0.9,9.5,0.0,0.0
20882,David Montgomery,13.3,2,CHI,NYG,53.9,0.0,1.3,29.6,0.4,0.0
20882,David Montgomery,2.9,3,CHI,ATL,30.2,0.0,0.9,4.0,0.0,0.0
20882,David Montgomery,1.1,4,CHI,IND,3.3,0.0,0.4,10.5,0.0,0.0
20882,David Montgomery,2.0,5,CHI,TB,10.6,0.1,0.9,10.9,0.0,0.0
20882,David Montgomery,18.1,6,CHI,CAR,89.8,0.0,9.6,60.4,0.0,0.0
20882,David Montgomery,14.7,7,CHI,LAR,74.9,0.0,12.2,32.8,0.0,0.0
20882,David Montgomery,17.0,8,CHI,NO,131.9,0.0,4.4,23.7,0.0,0.0
20882,David Montgomery,8.3,9,CHI,TEN,44.8,0.0,6.7,17.9,0.0,2.2
20882,David Montgomery,0.0,10,CHI,MIN,0.0,0.0,0.0,0.0,0.0,0.0
20882,,0,11,CHI,,0,0,0,0,0,0
