ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
16524,,0,1,NYG,,0,0,0,0,0,0
16524,,0,2,NYG,,0,0,0,0,0,0
16524,Devonta Freeman,2.4,3,NYG,SF,15.6,0.0,0.0,0.0,0.0,0.0
16524,Devonta Freeman,12.0,4,NYG,LAR,45.0,0.0,7.4,47.7,0.0,0.0
16524,Devonta Freeman,5.4,5,NYG,DAL,35.3,0.3,0.7,15.9,0.0,0.0
16524,Devonta Freeman,7.0,6,NYG,WAS,64.7,0.0,1.1,-4.2,0.0,0.0
16524,Devonta Freeman,0.1,7,NYG,PHI,0.6,0.0,0.0,0.0,0.0,0.0
16524,Devonta Freeman,0.0,8,NYG,TB,0.0,0.0,0.0,0.0,0.0,0.0
16524,Devonta Freeman,0.0,9,NYG,WAS,0.0,0.0,0.0,0.0,0.0,0.0
16524,,0,10,NYG,,0,0,0,0,0,0
16524,,0,11,NYG,,0,0,0,0,0,0
