ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
21688,Cam Akers,0.9,1,LAR,DAL,17.3,0.0,0.2,0.8,0.0,0.0
21688,Cam Akers,0.1,2,LAR,PHI,1.3,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,0.0,3,LAR,BUF,0.0,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,0.0,4,LAR,NYG,0.0,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,12.9,5,LAR,WAS,88.7,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,0.0,6,LAR,SF,0.0,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,0.0,7,LAR,CHI,0.0,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,16.5,8,LAR,MIA,58.6,0.0,2.8,31.8,0.0,0.0
21688,,0,9,LAR,,0,0,0,0,0,0
21688,Cam Akers,2.1,10,LAR,SEA,28.0,0.0,0.0,0.0,0.0,0.0
21688,Cam Akers,11.0,11,LAR,TB,17.2,0.0,1.3,5.3,1.3,0.0
