ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
4807,Adrian Peterson,16.0,1,DET,CHI,115.5,0.0,4.6,26.1,0.0,0.0
4807,Adrian Peterson,1.7,2,DET,GB,26.2,0.0,0.0,0.0,0.0,0.0
4807,Adrian Peterson,13.3,3,DET,ARI,110.8,0.0,2.2,14.8,0.0,0.0
4807,Adrian Peterson,14.9,4,DET,NO,55.8,2.4,0.0,0.0,0.0,0.0
4807,,0,5,DET,,0,0,0,0,0,0
4807,Adrian Peterson,1.0,6,DET,JAX,11.5,0.1,0.1,1.5,0.0,0.0
4807,Adrian Peterson,4.4,7,DET,ATL,32.6,0.0,1.3,1.3,0.0,0.0
4807,Adrian Peterson,1.6,8,DET,IND,6.4,0.0,0.9,4.6,0.0,0.0
4807,Adrian Peterson,0.5,9,DET,MIN,2.5,0.0,0.3,1.2,0.0,0.0
4807,Adrian Peterson,4.8,10,DET,WAS,24.6,0.0,1.4,10.6,0.0,0.0
4807,Adrian Peterson,2.1,11,DET,CAR,19.5,0.0,0.0,0.0,0.0,0.0
