ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20933,Miles Sanders,0.0,1,PHI,WAS,0.0,0.0,0.0,0.0,0.0,0.0
20933,Miles Sanders,12.3,2,PHI,LAR,62.6,0.4,1.3,23.7,0.0,0.4
20933,Miles Sanders,19.0,3,PHI,CIN,141.8,0.0,8.9,17.9,0.0,0.0
20933,Miles Sanders,8.0,4,PHI,SF,44.4,0.0,1.9,29.0,0.0,0.0
20933,Miles Sanders,2.0,5,PHI,PIT,23.9,0.2,0.2,1.7,0.0,0.0
20933,Miles Sanders,14.8,6,PHI,BAL,149.6,0.0,1.6,-7.6,0.0,0.0
20933,Miles Sanders,0.0,7,PHI,NYG,0.0,0.0,0.0,0.0,0.0,0.0
20933,Miles Sanders,0.0,8,PHI,DAL,0.0,0.0,0.0,0.0,0.0,0.0
20933,,0,9,PHI,,0,0,0,0,0,0
20933,Miles Sanders,1.1,10,PHI,NYG,24.9,0.0,0.2,0.9,0.0,0.0
20933,Miles Sanders,11.3,11,PHI,CLE,98.5,0.0,6.7,22.4,0.0,2.2
