ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
18944,Kareem Hunt,1.3,1,CLE,BAL,26.3,0.0,0.5,1.2,0.0,0.0
18944,Kareem Hunt,32.2,2,CLE,CIN,119.9,1.9,3.9,20.9,1.9,0.0
18944,Kareem Hunt,6.0,3,CLE,WAS,30.8,0.0,0.9,12.0,0.4,0.0
18944,Kareem Hunt,32.7,4,CLE,DAL,121.6,5.9,0.0,0.0,0.0,0.0
18944,Kareem Hunt,16.6,5,CLE,IND,71.1,0.0,2.9,20.7,1.0,0.0
18944,Kareem Hunt,1.8,6,CLE,PIT,20.6,0.0,0.5,4.5,0.0,0.0
18944,Kareem Hunt,22.9,7,CLE,CIN,98.1,0.0,5.0,33.6,1.7,0.0
18944,Kareem Hunt,13.4,8,CLE,LV,106.3,0.0,5.2,11.3,0.0,0.0
18944,,0,9,CLE,,0,0,0,0,0,0
18944,Kareem Hunt,1.1,10,CLE,HOU,28.5,0.0,0.2,2.1,0.0,0.0
18944,Kareem Hunt,7.1,11,CLE,PHI,9.1,0.8,0.8,8.3,0.0,0.0
