ID,PlayerName,FantasyPoints,Week,Team,Opponent,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost
20768,Myles Gaskin,2.9,1,MIA,NE,23.2,0.0,1.3,15.1,0.0,0.0
20768,Myles Gaskin,14.4,2,MIA,BUF,59.2,0.0,10.0,46.4,0.0,0.0
20768,Myles Gaskin,5.7,3,MIA,JAX,45.5,0.0,2.4,20.0,0.0,0.0
20768,Myles Gaskin,12.8,4,MIA,SEA,66.7,0.0,8.3,36.7,0.0,0.0
20768,Myles Gaskin,18.8,5,MIA,SF,61.0,1.1,5.7,36.4,0.0,0.0
20768,Myles Gaskin,1.1,6,MIA,NYJ,25.2,0.0,0.3,2.7,0.0,0.0
20768,,0,7,MIA,,0,0,0,0,0,0
20768,Myles Gaskin,16.9,8,MIA,LAR,67.4,2.1,6.2,23.0,0.0,2.1
20768,,0,9,MIA,,0,0,0,0,0,0
20768,,0,10,MIA,,0,0,0,0,0,0
20768,,0,11,MIA,,0,0,0,0,0,0
