1330651172831694854,5490,0,152,Sun Nov 22 23:15:36 +0000 2020
1329439829495590914,5490,187,10,Thu Nov 19 15:02:09 +0000 2020
1321958271423549442,5490,1102,90,Thu Oct 29 23:33:07 +0000 2020
1321605449616150528,5490,1249,55,Thu Oct 29 00:11:08 +0000 2020
1321098017592774657,5490,0,49,Tue Oct 27 14:34:46 +0000 2020
1317657352087216130,5490,2,0,Sun Oct 18 02:42:48 +0000 2020
1317656674669416451,5490,2,0,Sun Oct 18 02:40:06 +0000 2020
1315447635545911297,5490,0,31310,Mon Oct 12 00:22:10 +0000 2020
1311731094316777474,5490,0,5,Thu Oct 01 18:13:58 +0000 2020
1311730904272961537,5490,0,7,Thu Oct 01 18:13:13 +0000 2020
1311728698161324032,5490,0,127,Thu Oct 01 18:04:27 +0000 2020
1311728612920430593,5490,0,254,Thu Oct 01 18:04:06 +0000 2020
1311728592833916928,5490,0,581,Thu Oct 01 18:04:01 +0000 2020
1308559712372301824,5490,0,102,Wed Sep 23 00:12:01 +0000 2020
1308136890533638144,5490,0,93,Mon Sep 21 20:11:53 +0000 2020
1305342716285513729,5490,0,509,Mon Sep 14 03:08:50 +0000 2020
1305306352240205825,5490,0,9,Mon Sep 14 00:44:20 +0000 2020
1303753697881718784,5490,0,1002,Wed Sep 09 17:54:38 +0000 2020
1303037472620924928,5490,7,1,Mon Sep 07 18:28:37 +0000 2020
1303027012941099008,5490,6,1,Mon Sep 07 17:47:03 +0000 2020
1302393890050367489,5490,0,246,Sat Sep 05 23:51:15 +0000 2020
1302352723048837121,5490,0,0,Sat Sep 05 21:07:40 +0000 2020
1296862111239471110,5490,0,153,Fri Aug 21 17:29:56 +0000 2020
1296203281459548162,5490,0,1,Wed Aug 19 21:51:59 +0000 2020
1280242829453910017,5490,0,6252,Mon Jul 06 20:50:50 +0000 2020
1274241198564298753,5490,0,1298,Sat Jun 20 07:22:30 +0000 2020
1268996224671195137,5490,0,132672,Fri Jun 05 20:00:51 +0000 2020
1262840921156182017,5490,0,12010,Tue May 19 20:21:52 +0000 2020
1254292221035151361,5490,0,9,Sun Apr 26 06:12:23 +0000 2020
1254224958273851392,5490,0,64,Sun Apr 26 01:45:07 +0000 2020
1254224948341719042,5490,22,1,Sun Apr 26 01:45:04 +0000 2020
1254186179509071873,5490,799,87,Sat Apr 25 23:11:01 +0000 2020
1252705586837434369,5490,139,15,Tue Apr 21 21:07:40 +0000 2020
1252648595293077504,5490,0,8,Tue Apr 21 17:21:12 +0000 2020
1251506719655710720,5490,5,3,Sat Apr 18 13:43:48 +0000 2020
1251278908726665220,5490,0,3,Fri Apr 17 22:38:34 +0000 2020
1234861719425605638,5490,0,226,Tue Mar 03 15:22:31 +0000 2020
1233863723971948544,5490,0,6,Sat Feb 29 21:16:50 +0000 2020
1233814545183002624,5490,0,4,Sat Feb 29 18:01:25 +0000 2020
1233765041129885697,5490,0,4,Sat Feb 29 14:44:42 +0000 2020
1233760327227101184,5490,669,85,Sat Feb 29 14:25:58 +0000 2020
1233750143008149505,5490,0,4,Sat Feb 29 13:45:30 +0000 2020
1233646018794749952,5490,0,99,Sat Feb 29 06:51:45 +0000 2020
1233645990059618304,5490,0,4,Sat Feb 29 06:51:38 +0000 2020
1233645915287801856,5490,0,13,Sat Feb 29 06:51:20 +0000 2020
1233630994357510144,5490,31,1,Sat Feb 29 05:52:03 +0000 2020
1233606486263304192,5490,0,30,Sat Feb 29 04:14:40 +0000 2020
1233467202315137032,5490,0,48,Fri Feb 28 19:01:12 +0000 2020
1233202629205004288,5490,0,19,Fri Feb 28 01:29:53 +0000 2020
1233202603091251205,5490,0,5,Fri Feb 28 01:29:47 +0000 2020
1226291179370766337,5490,0,18,Sat Feb 08 23:46:15 +0000 2020
1224394178223800320,5490,0,16,Mon Feb 03 18:08:14 +0000 2020
1220107454224248836,5490,0,2630,Wed Jan 22 22:14:20 +0000 2020
1220072224964648961,5490,0,9,Wed Jan 22 19:54:20 +0000 2020
1218743635405082624,5490,0,12,Sun Jan 19 03:55:00 +0000 2020
1218703159461318658,5490,0,97,Sun Jan 19 01:14:10 +0000 2020
1218692056639574017,5490,0,9,Sun Jan 19 00:30:03 +0000 2020
1218691618028642304,5490,0,31,Sun Jan 19 00:28:18 +0000 2020
1218690228740927490,5490,0,12,Sun Jan 19 00:22:47 +0000 2020
1218689495995994113,5490,16,3,Sun Jan 19 00:19:52 +0000 2020
1218688658917810176,5490,0,19,Sun Jan 19 00:16:33 +0000 2020
1218684460960567298,5490,0,6,Sat Jan 18 23:59:52 +0000 2020
1212055621127868427,5490,0,6705,Tue Dec 31 16:59:13 +0000 2019
1209647361514971136,5490,0,9410,Wed Dec 25 01:29:39 +0000 2019
1209533813707161606,5490,0,8460,Tue Dec 24 17:58:27 +0000 2019
1209076868248408064,5490,0,97,Mon Dec 23 11:42:43 +0000 2019
1206820514263654400,5490,0,1,Tue Dec 17 06:16:46 +0000 2019
1206749798554058752,5490,0,5,Tue Dec 17 01:35:46 +0000 2019
1206740833459982337,5490,2,1,Tue Dec 17 01:00:09 +0000 2019
1206739326974992385,5490,0,6,Tue Dec 17 00:54:10 +0000 2019
1206648663897989122,5490,0,17,Mon Dec 16 18:53:54 +0000 2019
1206638026455240705,5490,0,8,Mon Dec 16 18:11:38 +0000 2019
1206250763422441473,5490,4,1,Sun Dec 15 16:32:47 +0000 2019
