1331332664822001665,118668,1889,55,Tue Nov 24 20:23:36 +0000 2020
1331332034879512576,118668,0,14,Tue Nov 24 20:21:06 +0000 2020
1330700026557968391,118668,0,31,Mon Nov 23 02:29:44 +0000 2020
1330641068354908161,118668,10993,1107,Sun Nov 22 22:35:27 +0000 2020
1330638910066741248,118668,1029,20,Sun Nov 22 22:26:52 +0000 2020
1328802761815814145,118668,0,147,Tue Nov 17 20:50:41 +0000 2020
1325419154611048448,118668,0,251,Sun Nov 08 12:45:26 +0000 2020
1324738527163260928,118668,0,255,Fri Nov 06 15:40:51 +0000 2020
1324738503146655744,118668,0,178,Fri Nov 06 15:40:46 +0000 2020
1324027506446508036,118668,63,0,Wed Nov 04 16:35:31 +0000 2020
1324008345511088129,118668,0,164,Wed Nov 04 15:19:23 +0000 2020
1323619847922688005,118668,64,0,Tue Nov 03 13:35:38 +0000 2020
1323618951214075905,118668,7219,1355,Tue Nov 03 13:32:04 +0000 2020
1323401389368889351,118668,0,135,Mon Nov 02 23:07:33 +0000 2020
1323372493147701248,118668,0,64,Mon Nov 02 21:12:44 +0000 2020
1323041109384302599,118668,0,158,Sun Nov 01 23:15:56 +0000 2020
1323020824786468864,118668,7139,539,Sun Nov 01 21:55:19 +0000 2020
1315426584799645699,118668,0,281,Sun Oct 11 22:58:31 +0000 2020
1315384626823692288,118668,0,399,Sun Oct 11 20:11:48 +0000 2020
1312774964563542016,118668,0,452,Sun Oct 04 15:21:56 +0000 2020
1307835037434499077,118668,0,306,Mon Sep 21 00:12:25 +0000 2020
1307833289131073536,118668,0,993,Mon Sep 21 00:05:29 +0000 2020
1305255288082227200,118668,0,1068,Sun Sep 13 21:21:25 +0000 2020
1305249618675064839,118668,0,745,Sun Sep 13 20:58:54 +0000 2020
1305246164053299201,118668,0,165,Sun Sep 13 20:45:10 +0000 2020
1305246123100078085,118668,0,582,Sun Sep 13 20:45:00 +0000 2020
1305246002291634197,118668,0,242,Sun Sep 13 20:44:31 +0000 2020
1301916087248855105,118668,402,33,Fri Sep 04 16:12:38 +0000 2020
1301916003299979271,118668,0,77,Fri Sep 04 16:12:18 +0000 2020
1301227609372712962,118668,10998,936,Wed Sep 02 18:36:52 +0000 2020
1301227207243821056,118668,0,487,Wed Sep 02 18:35:16 +0000 2020
1300456653452652547,118668,0,91,Mon Aug 31 15:33:22 +0000 2020
1298374449364905987,118668,9,0,Tue Aug 25 21:39:26 +0000 2020
1298281707653795841,118668,0,1112,Tue Aug 25 15:30:54 +0000 2020
1297676372832329735,118668,5913,301,Sun Aug 23 23:25:31 +0000 2020
1297676211443978241,118668,0,307,Sun Aug 23 23:24:53 +0000 2020
1297668953884495874,118668,0,84,Sun Aug 23 22:56:02 +0000 2020
1296483441039626240,118668,10936,761,Thu Aug 20 16:25:14 +0000 2020
1291766919029284867,118668,18,0,Fri Aug 07 16:03:28 +0000 2020
1291765172382715911,118668,11514,646,Fri Aug 07 15:56:31 +0000 2020
1291765045744013313,118668,0,476,Fri Aug 07 15:56:01 +0000 2020
1291442502130708480,118668,0,234,Thu Aug 06 18:34:21 +0000 2020
1291402403816906753,118668,0,458,Thu Aug 06 15:55:00 +0000 2020
1289744752573734913,118668,9,0,Sun Aug 02 02:08:05 +0000 2020
1289659310583078912,118668,7813,476,Sat Aug 01 20:28:35 +0000 2020
1289659221898932225,118668,0,466,Sat Aug 01 20:28:13 +0000 2020
1288981987198468096,118668,76,2,Thu Jul 30 23:37:08 +0000 2020
1288979614199578624,118668,31,0,Thu Jul 30 23:27:42 +0000 2020
1288972828998610944,118668,91,0,Thu Jul 30 23:00:45 +0000 2020
1288971967874445312,118668,20,0,Thu Jul 30 22:57:19 +0000 2020
1288971857530691584,118668,8,1,Thu Jul 30 22:56:53 +0000 2020
1288965321517408256,118668,8,1,Thu Jul 30 22:30:55 +0000 2020
1288965214860464133,118668,31,0,Thu Jul 30 22:30:29 +0000 2020
1288964334408871940,118668,8,1,Thu Jul 30 22:26:59 +0000 2020
1288963887442923520,118668,3332,232,Thu Jul 30 22:25:13 +0000 2020
1288963226491854849,118668,0,224,Thu Jul 30 22:22:35 +0000 2020
1288657733940654080,118668,0,4741,Thu Jul 30 02:08:40 +0000 2020
1285005721113853959,118668,0,156,Mon Jul 20 00:16:52 +0000 2020
1283946149947281408,118668,35,1,Fri Jul 17 02:06:31 +0000 2020
1282795819507359748,118668,0,663,Mon Jul 13 21:55:31 +0000 2020
1282778388994895874,118668,130,2,Mon Jul 13 20:46:15 +0000 2020
1282761291178946565,118668,0,522,Mon Jul 13 19:38:19 +0000 2020
1282758893886676993,118668,0,304,Mon Jul 13 19:28:47 +0000 2020
1282735197264523271,118668,21,2,Mon Jul 13 17:54:37 +0000 2020
1277954915890069504,118668,10,0,Tue Jun 30 13:19:29 +0000 2020
1277954769672429568,118668,0,121920,Tue Jun 30 13:18:54 +0000 2020
1277667377891729409,118668,6894,306,Mon Jun 29 18:16:55 +0000 2020
1277667299013558278,118668,0,316,Mon Jun 29 18:16:36 +0000 2020
1277000132966449152,118668,152,3,Sat Jun 27 22:05:31 +0000 2020
1273393563355807746,118668,22,0,Wed Jun 17 23:14:18 +0000 2020
1267888030993600514,118668,0,52206,Tue Jun 02 18:37:17 +0000 2020
1267825371707133954,118668,6536,669,Tue Jun 02 14:28:18 +0000 2020
1263555436525035522,118668,0,642,Thu May 21 19:41:06 +0000 2020
1261452948581675008,118668,0,60,Sat May 16 00:26:34 +0000 2020
1261452931825496064,118668,74,1,Sat May 16 00:26:30 +0000 2020
1261365088197500930,118668,0,366,Fri May 15 18:37:26 +0000 2020
1259238359974756352,118668,44,0,Sat May 09 21:46:35 +0000 2020
1258489295842803715,118668,0,388,Thu May 07 20:10:04 +0000 2020
1257775157759926279,118668,9554,697,Tue May 05 20:52:20 +0000 2020
1257774943120605185,118668,0,684,Tue May 05 20:51:29 +0000 2020
1257697035425382403,118668,0,787,Tue May 05 15:41:54 +0000 2020
1256661310512730112,118668,0,245,Sat May 02 19:06:18 +0000 2020
1254840334187745280,118668,41,0,Mon Apr 27 18:30:24 +0000 2020
1254839088336814081,118668,2197,167,Mon Apr 27 18:25:27 +0000 2020
1254832453333778432,118668,0,225,Mon Apr 27 17:59:05 +0000 2020
1254119027611484163,118668,18,0,Sat Apr 25 18:44:11 +0000 2020
