ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
20810,Travis Homer,0.5,1,SEA,2020-09-13T13:00:00,202010102.0,1301163819188723713,84
20810,Travis Homer,0.4,2,SEA,2020-09-20T20:20:00,202010230.0,1307396441556484096,1
20810,Travis Homer,0.4,3,SEA,2020-09-27T16:25:00,202010330.0,0,0
20810,Travis Homer,11.1,4,SEA,2020-10-04T13:00:00,202010419.0,0,0
20810,Travis Homer,3.3,5,SEA,2020-10-11T20:20:00,202010530.0,1312987423685582849,5
20810,Travis Homer,1.9,7,SEA,2020-10-25T20:20:00,202010701.0,0,0
20810,Travis Homer,0.5,8,SEA,2020-11-01T16:25:00,202010830.0,1321139945445093377,2
20810,Travis Homer,11.0,9,SEA,2020-11-08T13:00:00,202010904.0,0,0
20810,Travis Homer,9.7,10,SEA,2020-11-15T16:25:00,202011032.0,0,0
20810,Travis Homer,0.0,11,SEA,2020-11-19T20:20:00,202011130.0,1328459650707066881,1
