ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
18803,Leonard Fournette,0.3,1,TB,2020-09-13T16:25:00,202010122.0,1302767986319781888,779
18803,Leonard Fournette,43.9,2,TB,2020-09-20T13:00:00,202010233.0,0,0
18803,Leonard Fournette,6.3,3,TB,2020-09-27T16:25:00,202010310.0,0,0
18803,Leonard Fournette,0.0,4,TB,2020-10-04T13:00:00,202010433.0,0,0
18803,Leonard Fournette,0.0,5,TB,2020-10-08T20:20:00,202010506.0,1313129451862065154,2
18803,Leonard Fournette,0.0,6,TB,2020-10-18T16:25:00,202010633.0,1317661827749339137,4
18803,Leonard Fournette,3.3,7,TB,2020-10-25T16:05:00,202010725.0,1320180143902523393,6
18803,Leonard Fournette,14.0,8,TB,2020-11-02T20:15:00,202010823.0,1323348269666308097,10
18803,Leonard Fournette,12.3,9,TB,2020-11-08T20:20:00,202010933.0,1323703700800626690,3
18803,Leonard Fournette,2.8,10,TB,2020-11-15T13:00:00,202011005.0,1326702040878288901,1
18803,Leonard Fournette,11.9,11,TB,2020-11-23T20:15:00,202011133.0,1330699952771788800,9
