ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
21776,Joshua Kelley,14.1,1,LAC,2020-09-13T16:05:00,202010107.0,1300548226563543040,14
21776,Joshua Kelley,0.8,2,LAC,2020-09-20T16:25:00,202010229.0,1305944751292571648,2
21776,Joshua Kelley,5.6,3,LAC,2020-09-27T16:05:00,202010329.0,0,0
21776,Joshua Kelley,0.7,4,LAC,2020-10-04T13:00:00,202010433.0,0,0
21776,Joshua Kelley,8.4,5,LAC,2020-10-12T20:15:00,202010522.0,0,0
21776,Joshua Kelley,10.7,7,LAC,2020-10-25T13:00:00,,0,0
21776,Joshua Kelley,6.7,8,LAC,2020-11-01T16:05:00,202010810.0,0,0
21776,Joshua Kelley,6.7,9,LAC,2020-11-08T16:05:00,202010929.0,0,0
21776,Joshua Kelley,4.0,10,LAC,2020-11-15T16:05:00,202011019.0,0,0
21776,Joshua Kelley,0.6,11,LAC,2020-11-22T16:05:00,,0,0
