ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
16510,Jerick McKinnon,8.2,1,SF,2020-09-13T16:25:00,202010131.0,1305172927759802369,744
16510,Jerick McKinnon,1.8,2,SF,2020-09-20T13:00:00,202010224.0,1306819471131045888,2
16510,Jerick McKinnon,17.2,3,SF,2020-09-27T13:00:00,202010323.0,1309207979997179905,5
16510,Jerick McKinnon,20.4,4,SF,2020-10-04T20:20:00,202010431.0,1310346502514946048,2
16510,Jerick McKinnon,0.2,5,SF,2020-10-11T16:05:00,202010531.0,1314378240312504325,6
16510,Jerick McKinnon,7.1,6,SF,2020-10-18T20:20:00,202010631.0,1317559063153029120,5
16510,Jerick McKinnon,-0.1,7,SF,2020-10-25T16:25:00,202010721.0,1319757471766859776,4
16510,Jerick McKinnon,1.3,8,SF,2020-11-01T16:25:00,202010830.0,1320856471664390144,3
16510,Jerick McKinnon,15.9,9,SF,2020-11-05T20:20:00,202010931.0,1323833350902042624,4
16510,Jerick McKinnon,3.3,10,SF,2020-11-15T16:25:00,202011022.0,1327486161745563650,18
