ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
17053,Malcolm Brown,34.8,1,LAR,2020-09-13T20:20:00,202010132.0,1304921343402500096,330
17053,Malcolm Brown,7.9,2,LAR,2020-09-20T13:00:00,202010226.0,1307425490622439425,8
17053,Malcolm Brown,1.8,3,LAR,2020-09-27T13:00:00,202010304.0,0,0
17053,Malcolm Brown,5.9,4,LAR,2020-10-04T16:05:00,202010432.0,1312464978671091712,3
17053,Malcolm Brown,0.8,5,LAR,2020-10-11T13:00:00,202010535.0,1315046871132524546,8
17053,Malcolm Brown,0.6,6,LAR,2020-10-18T20:20:00,202010631.0,1316925418612674561,3
17053,Malcolm Brown,18.6,7,LAR,2020-10-26T20:15:00,202010732.0,1318958487095816192,3
17053,Malcolm Brown,14.2,8,LAR,2020-11-01T13:00:00,202010819.0,1322373185178726400,3
17053,Malcolm Brown,11.0,10,LAR,2020-11-15T16:25:00,202011032.0,0,0
17053,Malcolm Brown,8.2,11,LAR,2020-11-23T20:15:00,202011133.0,1330716268727504896,5
