ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
21769,Clyde Edwards-Helaire,28.4,1,KC,2020-09-10T20:20:00,202010116.0,1301140059266199552,191
21769,Clyde Edwards-Helaire,4.4,2,KC,2020-09-20T16:25:00,202010229.0,1305249265980239873,2
21769,Clyde Edwards-Helaire,21.1,3,KC,2020-09-28T20:15:00,202010303.0,1309889732231520262,4
21769,Clyde Edwards-Helaire,0.8,4,KC,2020-10-05T19:05:00,202010416.0,1312436362587508747,7
21769,Clyde Edwards-Helaire,8.5,5,KC,2020-10-11T13:00:00,202010516.0,1314998590343974912,4
21769,Clyde Edwards-Helaire,31.6,6,KC,2020-10-19T17:00:00,202010604.0,1317615016040857601,2
21769,Clyde Edwards-Helaire,10.7,7,KC,2020-10-25T16:25:00,202010710.0,1319740574061240324,5
21769,Clyde Edwards-Helaire,1.2,8,KC,2020-11-01T13:00:00,202010816.0,1322625621218963456,5
21769,Clyde Edwards-Helaire,12.9,9,KC,2020-11-08T13:00:00,202010916.0,1324864631609896962,2
21769,Clyde Edwards-Helaire,21.6,11,KC,2020-11-22T20:20:00,202011125.0,0,0
