ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
20868,Alexander Mattison,4.8,1,MIN,2020-09-13T13:00:00,202010120.0,1304836118408462337,464
20868,Alexander Mattison,1.6,2,MIN,2020-09-20T13:00:00,202010214.0,1307663092143345664,7
20868,Alexander Mattison,2.0,3,MIN,2020-09-27T13:00:00,202010320.0,1309652639236460544,9
20868,Alexander Mattison,10.1,4,MIN,2020-10-04T13:00:00,202010413.0,1311729881122770944,13
20868,Alexander Mattison,19.6,5,MIN,2020-10-11T20:20:00,202010530.0,1314631300985352200,12
20868,Alexander Mattison,7.7,6,MIN,2020-10-18T13:00:00,202010620.0,1316817116209860608,8
20868,Alexander Mattison,1.0,8,MIN,2020-11-01T13:00:00,202010812.0,0,0
20868,Alexander Mattison,8.8,9,MIN,2020-11-08T13:00:00,202010920.0,1325240303272534018,18
20868,Alexander Mattison,0.2,10,MIN,2020-11-16T20:15:00,202011006.0,1328111007412129793,6
20868,Alexander Mattison,1.1,11,MIN,2020-11-22T16:25:00,202011120.0,1329980018630463494,4
