ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
20950,Benny Snell Jr.,13.8,1,PIT,2020-09-14T19:10:00,202010123.0,1304936630189469696,239
20950,Benny Snell Jr.,-0.7,2,PIT,2020-09-20T13:00:00,202010228.0,1305711104207867905,1
20950,Benny Snell Jr.,2.1,3,PIT,2020-09-27T13:00:00,202010328.0,1307699071231156226,1
20950,Benny Snell Jr.,0.2,5,PIT,2020-10-11T13:00:00,202010528.0,0,0
20950,Benny Snell Jr.,10.3,6,PIT,2020-10-18T13:00:00,202010628.0,1317643765259980801,3
20950,Benny Snell Jr.,1.5,7,PIT,2020-10-25T13:00:00,,1317920012355686400,1
20950,Benny Snell Jr.,0.0,8,PIT,2020-11-01T13:00:00,202010803.0,1320469334175576064,2
20950,Benny Snell Jr.,0.0,9,PIT,2020-11-08T16:25:00,202010909.0,1323024533104873475,1
20950,Benny Snell Jr.,0.9,10,PIT,2020-11-15T16:25:00,202011028.0,1326904425332535297,1
20950,Benny Snell Jr.,12.8,11,PIT,2020-11-22T13:00:00,202011115.0,1329940854446960641,2
