ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
19065,Jeremy McNichols,0.0,1,TEN,2020-09-14T22:20:00,202010110.0,1303844801129963520,63
19065,Jeremy McNichols,1.1,2,TEN,2020-09-20T13:00:00,202010234.0,1307099777167953921,2
19065,Jeremy McNichols,0.9,3,TEN,2020-09-27T13:00:00,202010320.0,1309628232455643142,2
19065,Jeremy McNichols,1.3,5,TEN,2020-10-13T19:00:00,202010534.0,0,0
19065,Jeremy McNichols,2.8,6,TEN,2020-10-18T13:00:00,202010634.0,1316839941956145153,4
19065,Jeremy McNichols,0.0,7,TEN,2020-10-25T13:00:00,202010734.0,1319014023107547136,3
19065,Jeremy McNichols,7.9,8,TEN,2020-11-01T13:00:00,202010807.0,1322717206065614856,2
19065,Jeremy McNichols,0.9,9,TEN,2020-11-08T13:00:00,202010934.0,1324484750183174149,2
19065,Jeremy McNichols,5.7,10,TEN,2020-11-12T20:20:00,202011034.0,1325480763350003727,1
19065,Jeremy McNichols,0.3,11,TEN,2020-11-22T13:00:00,202011103.0,0,0
