ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
20128,Phillip Lindsay,3.3,1,DEN,2020-09-14T22:20:00,202010110.0,1303869659666681858,630
20128,Phillip Lindsay,0.0,2,DEN,2020-09-20T13:00:00,202010228.0,1306798506057691137,2
20128,Phillip Lindsay,0.0,3,DEN,2020-09-27T16:25:00,202010310.0,0,0
20128,Phillip Lindsay,0.0,4,DEN,2020-10-01T20:20:00,202010424.0,1311060024026968065,1
20128,Phillip Lindsay,10.5,6,DEN,2020-10-18T13:00:00,202010621.0,0,0
20128,Phillip Lindsay,12.9,7,DEN,2020-10-25T16:25:00,202010710.0,1319288430879100933,1
20128,Phillip Lindsay,23.5,8,DEN,2020-11-01T16:05:00,202010810.0,1321980959978262528,1
20128,Phillip Lindsay,1.0,9,DEN,2020-11-08T13:00:00,202010902.0,1325232587439280128,4
20128,Phillip Lindsay,0.1,10,DEN,2020-11-15T16:05:00,202011025.0,1327775650007040000,2
20128,Phillip Lindsay,12.1,11,DEN,2020-11-22T16:05:00,,1329600216702410753,2
