ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
19033,Brian Hill,1.1,1,ATL,2020-09-13T13:00:00,202010102.0,1304543651880669184,544
19033,Brian Hill,1.8,2,ATL,2020-09-20T13:00:00,202010209.0,1305997681739870209,10
19033,Brian Hill,15.1,3,ATL,2020-09-27T13:00:00,202010302.0,1308584872215277568,2
19033,Brian Hill,4.6,4,ATL,2020-10-05T21:00:00,202010412.0,1310721153107886081,3
19033,Brian Hill,14.3,5,ATL,2020-10-11T13:00:00,202010502.0,0,0
19033,Brian Hill,6.3,6,ATL,2020-10-18T13:00:00,202010620.0,0,0
19033,Brian Hill,0.8,7,ATL,2020-10-25T13:00:00,202010702.0,0,0
19033,Brian Hill,2.4,8,ATL,2020-10-29T20:20:00,202010805.0,0,0
19033,Brian Hill,1.9,9,ATL,2020-11-08T13:00:00,202010902.0,1323848483074428931,7
19033,Brian Hill,1.3,11,ATL,2020-11-22T13:00:00,202011122.0,0,0
