ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
18983,James Conner,4.4,1,PIT,2020-09-14T19:10:00,202010123.0,1304480520068370432,1089
18983,James Conner,29.4,2,PIT,2020-09-20T13:00:00,202010228.0,0,0
18983,James Conner,19.1,3,PIT,2020-09-27T13:00:00,202010328.0,1309987331877883905,7
18983,James Conner,2.0,5,PIT,2020-10-11T13:00:00,202010528.0,0,0
18983,James Conner,10.9,6,PIT,2020-10-18T13:00:00,202010628.0,1317527793626943488,4
18983,James Conner,18.2,7,PIT,2020-10-25T13:00:00,,1319354181719908352,5
18983,James Conner,19.7,8,PIT,2020-11-01T13:00:00,202010803.0,1321180839116304384,3
18983,James Conner,1.7,9,PIT,2020-11-08T16:25:00,202010909.0,1325263771917496326,8
18983,James Conner,2.5,10,PIT,2020-11-15T16:25:00,202011028.0,1327428182962806785,4
18983,James Conner,19.1,11,PIT,2020-11-22T13:00:00,202011115.0,1329894029295841284,4
