ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
21802,A.J. Dillon,0.5,1,GB,2020-09-13T13:00:00,202010120.0,1304851570425835527,566
21802,A.J. Dillon,0.1,2,GB,2020-09-20T13:00:00,202010212.0,1307476172952023042,7
21802,A.J. Dillon,0.0,3,GB,2020-09-27T20:20:00,202010322.0,1310274470158966784,8
21802,A.J. Dillon,0.6,4,GB,2020-10-05T21:00:00,202010412.0,1312018156806967298,2
21802,A.J. Dillon,4.1,6,GB,2020-10-18T16:25:00,202010633.0,0,0
21802,A.J. Dillon,1.5,7,GB,2020-10-25T13:00:00,202010713.0,1320139338227666946,8
21802,A.J. Dillon,5.0,8,GB,2020-11-01T13:00:00,202010812.0,1322753199175045120,7
21802,A.J. Dillon,0.0,9,GB,2020-11-05T20:20:00,202010931.0,1323026751568662529,1
21802,A.J. Dillon,0.0,10,GB,2020-11-15T13:00:00,202011012.0,1327818570391281673,2
21802,A.J. Dillon,0.0,11,GB,2020-11-22T16:25:00,202011114.0,0,0
