ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
13337,Mark Ingram II,0.7,1,BAL,2020-09-13T13:00:00,202010103.0,1304249748346544128,1088
13337,Mark Ingram II,15.9,2,BAL,2020-09-20T16:25:00,202010213.0,1307380396548595715,2
13337,Mark Ingram II,0.4,3,BAL,2020-09-28T20:15:00,202010303.0,1310377895605538816,22
13337,Mark Ingram II,3.3,4,BAL,2020-10-04T13:00:00,202010435.0,1311661619894718466,10
13337,Mark Ingram II,10.6,5,BAL,2020-10-11T13:00:00,202010503.0,1315109080176918528,10
13337,Mark Ingram II,0.4,6,BAL,2020-10-18T13:00:00,202010626.0,1315762593299079176,7
13337,Mark Ingram II,0.0,8,BAL,2020-11-01T13:00:00,202010803.0,0,0
13337,Mark Ingram II,0.0,9,BAL,2020-11-08T13:00:00,202010914.0,1323694466612514817,4
13337,Mark Ingram II,2.6,10,BAL,2020-11-15T20:20:00,202011021.0,1326995197276934146,12
13337,Mark Ingram II,0.0,11,BAL,2020-11-22T13:00:00,202011103.0,1330221123284381696,30
