ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
17923,Ezekiel Elliott,41.6,1,DAL,2020-09-13T20:20:00,202010132.0,1305179425827299328,433
17923,Ezekiel Elliott,25.3,2,DAL,2020-09-20T13:00:00,202010209.0,1307449989778550787,5
17923,Ezekiel Elliott,4.1,3,DAL,2020-09-27T16:25:00,202010330.0,1309992042550849538,16
17923,Ezekiel Elliott,1.2,4,DAL,2020-10-04T13:00:00,202010409.0,1312577886298218502,7
17923,Ezekiel Elliott,22.5,5,DAL,2020-10-11T16:25:00,202010509.0,0,0
17923,Ezekiel Elliott,4.0,6,DAL,2020-10-19T20:15:00,202010609.0,1317982650523680770,11
17923,Ezekiel Elliott,11.3,7,DAL,2020-10-25T13:00:00,202010735.0,0,0
17923,Ezekiel Elliott,10.9,8,DAL,2020-11-01T20:20:00,202010826.0,1322696494399606784,2
17923,Ezekiel Elliott,2.9,9,DAL,2020-11-08T16:25:00,202010909.0,0,0
17923,Ezekiel Elliott,27.9,11,DAL,2020-11-22T16:25:00,202011120.0,0,0
