ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
20039,Boston Scott,9.7,1,PHI,2020-09-13T13:00:00,202010135.0,1304532966853373957,954
20039,Boston Scott,10.5,2,PHI,2020-09-20T13:00:00,202010226.0,1307650179378618371,11
20039,Boston Scott,1.0,3,PHI,2020-09-27T13:00:00,202010326.0,1309820832647131137,6
20039,Boston Scott,0.0,4,PHI,2020-10-04T20:20:00,202010431.0,1312093899264086028,5
20039,Boston Scott,0.0,5,PHI,2020-10-11T13:00:00,202010528.0,1315083596739358721,10
20039,Boston Scott,0.4,6,PHI,2020-10-18T13:00:00,202010626.0,1317113005868503040,6
20039,Boston Scott,4.3,7,PHI,2020-10-22T20:20:00,202010726.0,1318523500596965376,4
20039,Boston Scott,12.7,8,PHI,2020-11-01T20:20:00,202010826.0,1322711516014125057,25
20039,Boston Scott,20.1,10,PHI,2020-11-15T13:00:00,202011023.0,0,0
20039,Boston Scott,5.2,11,PHI,2020-11-22T13:00:00,202011108.0,1329831224643301379,9
