ID,PlayerName,FantasyPoints,Week,Team,Date,GameKey,lastTweetID,TweetsSinceLastGame
18690,Jalen Richard,1.2,1,LV,2020-09-13T13:00:00,202010105.0,1304597037602820096,1399
18690,Jalen Richard,5.0,2,LV,2020-09-21T20:15:00,202010225.0,1308132139251105792,3
18690,Jalen Richard,3.8,3,LV,2020-09-27T13:00:00,202010321.0,1309935803221585920,4
18690,Jalen Richard,6.1,4,LV,2020-10-04T16:25:00,202010425.0,1312780083879313409,7
18690,Jalen Richard,0.4,5,LV,2020-10-11T13:00:00,202010516.0,1315117490104602626,7
18690,Jalen Richard,0.7,7,LV,2020-10-25T16:05:00,202010725.0,0,0
18690,Jalen Richard,1.5,8,LV,2020-11-01T13:00:00,202010808.0,1321546492578988032,1
18690,Jalen Richard,3.0,9,LV,2020-11-08T16:05:00,202010929.0,1323113578702934016,3
18690,Jalen Richard,0.0,10,LV,2020-11-15T16:05:00,202011025.0,1326256055400210432,7
18690,Jalen Richard,0.0,11,LV,2020-11-22T20:20:00,202011125.0,1329880674954862594,4
