GameKey,SeasonType,Season,Week,Date,AwayTeam,HomeTeam,Channel,PointSpread,OverUnder,StadiumID,Canceled,GeoLat,GeoLong,ForecastTempLow,ForecastTempHigh,ForecastDescription,ForecastWindChill,ForecastWindSpeed,AwayTeamMoneyLine,HomeTeamMoneyLine,Day,DateTime,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,ScoreID,Status,StadiumDetails
202010628,1,2020,6,2020-10-18T13:00:00,CLE,PIT,CBS,-2.1,35.6,8,FALSE,,,54,55,Overcast Clouds,55,4,104,-125,2020-10-18T00:00:00,2020-10-18T13:00:00,17348,8,28,17348,Final,"{'StadiumID': 8, 'Name': 'Heinz Field', 'City': 'Pittsburgh', 'State': 'PA', 'Country': 'USA', 'Capacity': 65050, 'PlayingSurface': 'Grass', 'GeoLat': 40.446667, 'GeoLong': -80.015833, 'Type': 'Outdoor'}"
202010634,1,2020,6,2020-10-18T13:00:00,HOU,TEN,CBS,-2.9,37.1,12,FALSE,,,62,64,Broken Clouds,62,9,123,-145,2020-10-18T00:00:00,2020-10-18T13:00:00,17343,13,34,17343,F/OT,"{'StadiumID': 12, 'Name': 'Nissan Stadium', 'City': 'Nashville', 'State': 'TN', 'Country': 'USA', 'Capacity': 6914, 'PlayingSurface': 'Grass', 'GeoLat': 36.166389, 'GeoLong': -86.771389, 'Type': 'Outdoor'}"
202010621,1,2020,6,2020-10-18T16:05:00,MIA,DEN,CBS,-3.9,,13,TRUE,,,44,53,Few Clouds,44,0,,,2020-10-18T00:00:00,2020-10-18T16:05:00,17351,19,10,17351,Postponed,"{'StadiumID': 13, 'Name': 'Empower Field at Mile High', 'City': 'Denver', 'State': 'CO', 'Country': 'USA', 'Capacity': 76125, 'PlayingSurface': 'Grass', 'GeoLat': 39.743889, 'GeoLong': -105.020097, 'Type': 'Outdoor'}"
,1,2020,6,2020-10-18T16:05:00,NYJ,LAC,CBS,-3.9,,54,TRUE,,,39,43,Clear Sky,39,3,,,2020-10-18T00:00:00,2020-10-18T16:05:00,17352,24,29,17352,Postponed,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202010619,1,2020,6,2020-10-18T16:05:00,NYJ,MIA,CBS,-6.1,33.2,2,FALSE,,,82,82,Light Rain,82,15,221,-275,2020-10-18T00:00:00,2020-10-18T16:05:00,17639,24,19,17639,Final,"{'StadiumID': 2, 'Name': 'Hard Rock Stadium', 'City': 'Miami Gardens', 'State': 'FL', 'Country': 'USA', 'Capacity': 76100, 'PlayingSurface': 'Grass', 'GeoLat': 25.958056, 'GeoLong': -80.238889, 'Type': 'Outdoor'}"
202010633,1,2020,6,2020-10-18T16:25:00,GB,TB,FOX,1.3,38.9,24,FALSE,,,77,77,Scattered Clouds,77,16,-108,91,2020-10-18T00:00:00,2020-10-18T16:25:00,17353,12,33,17353,Final,"{'StadiumID': 24, 'Name': 'Raymond James Stadium', 'City': 'Tampa Bay', 'State': 'FL', 'Country': 'USA', 'Capacity': 65890, 'PlayingSurface': 'Grass', 'GeoLat': 27.975833, 'GeoLong': -82.503333, 'Type': 'Outdoor'}"
202010631,1,2020,6,2020-10-18T20:20:00,LAR,SF,NBC,1.3,36.7,37,FALSE,,,67,68,Clear Sky,67,1,-96,82,2020-10-18T00:00:00,2020-10-18T20:20:00,17354,32,31,17354,Final,"{'StadiumID': 37, 'Name': ""Levi's Stadium"", 'City': 'Santa Clara', 'State': 'CA', 'Country': 'USA', 'Capacity': 68500, 'PlayingSurface': 'Grass', 'GeoLat': 37.403, 'GeoLong': -121.970274, 'Type': 'Outdoor'}"
202010604,1,2020,6,2020-10-19T17:00:00,KC,BUF,FOX,2.8,38.9,1,FALSE,,,52,52,Light Rain,52,4,-175,145,2020-10-19T00:00:00,2020-10-19T17:00:00,17342,16,4,17342,Final,"{'StadiumID': 1, 'Name': 'Bills Stadium', 'City': 'Orchard Park', 'State': 'NY', 'Country': 'USA', 'Capacity': 73079, 'PlayingSurface': 'Artificial', 'GeoLat': 42.773758, 'GeoLong': -78.786837, 'Type': 'Outdoor'}"
202010609,1,2020,6,2020-10-19T20:15:00,ARI,DAL,ESPN,-0.7,39.6,17,FALSE,,,63,67,Light Rain,63,3,-73,-83,2020-10-19T00:00:00,2020-10-19T20:15:00,17355,1,9,17355,Final,"{'StadiumID': 17, 'Name': 'AT&T Stadium', 'City': 'Arlington', 'State': 'TX', 'Country': 'USA', 'Capacity': 80000, 'PlayingSurface': 'Artificial', 'GeoLat': 32.747778, 'GeoLong': -97.092778, 'Type': 'RetractableDome'}"
,1,2020,7,,BYE,BAL,,,,,,,,,,,,1,,,,,0,0,3,0,,
,1,2020,7,,BYE,IND,,,,,,,,,,,,1,,,,,0,0,14,0,,
,1,2020,7,,BYE,MIA,,,,,,,,,,,,1,,,,,0,0,19,0,,
,1,2020,7,,BYE,MIN,,,,,,,,,,,,1,,,,,0,0,20,0,,
202010726,1,2020,7,2020-10-22T20:20:00,NYG,PHI,FOX,-3.6,31.7,18,FALSE,,,65,66,Broken Clouds,65,3,147,-178,2020-10-22T00:00:00,2020-10-22T20:20:00,17356,23,26,17356,Final,"{'StadiumID': 18, 'Name': 'Lincoln Financial Field', 'City': 'Philadelphia', 'State': 'PA', 'Country': 'USA', 'Capacity': 68532, 'PlayingSurface': 'Grass', 'GeoLat': 39.900833, 'GeoLong': -75.167469, 'Type': 'Outdoor'}"
202010702,1,2020,7,2020-10-25T13:00:00,DET,ATL,FOX,-0.7,39.2,45,FALSE,,,67,67,Light Rain,67,8,-73,-83,2020-10-25T00:00:00,2020-10-25T13:00:00,17357,11,2,17357,Final,"{'StadiumID': 45, 'Name': 'Mercedes-Benz Stadium', 'City': 'Atlanta', 'State': 'GA', 'Country': 'USA', 'Capacity': 71000, 'PlayingSurface': 'Artificial', 'GeoLat': 33.755556, 'GeoLong': -84.401, 'Type': 'RetractableDome'}"
,1,2020,7,2020-10-25T13:00:00,PIT,BAL,CBS,-4.3,,7,TRUE,,,49,51,Overcast Clouds,46,6,,,2020-10-25T00:00:00,2020-10-25T13:00:00,17363,28,3,17363,Postponed,"{'StadiumID': 7, 'Name': 'M&T Bank Stadium', 'City': 'Baltimore', 'State': 'MD', 'Country': 'USA', 'Capacity': 71008, 'PlayingSurface': 'Grass', 'GeoLat': 39.278056, 'GeoLong': -76.622778, 'Type': 'Outdoor'}"
202010707,1,2020,7,2020-10-25T13:00:00,CLE,CIN,CBS,2,35.6,5,FALSE,,,48,49,Overcast Clouds,49,2,-148,123,2020-10-25T00:00:00,2020-10-25T13:00:00,17358,8,7,17358,Final,"{'StadiumID': 5, 'Name': 'Paul Brown Stadium', 'City': 'Cincinnati', 'State': 'OH', 'Country': 'USA', 'Capacity': 65535, 'PlayingSurface': 'Artificial', 'GeoLat': 39.095309, 'GeoLong': -84.516003, 'Type': 'Outdoor'}"
202010713,1,2020,7,2020-10-25T13:00:00,GB,HOU,FOX,1.3,39.9,11,FALSE,,,73,74,Light Rain,73,8,-103,87,2020-10-25T00:00:00,2020-10-25T13:00:00,17364,12,13,17364,Final,"{'StadiumID': 11, 'Name': 'NRG Stadium', 'City': 'Houston', 'State': 'TX', 'Country': 'USA', 'Capacity': 71054, 'PlayingSurface': 'Artificial', 'GeoLat': 29.684722, 'GeoLong': -95.410833, 'Type': 'RetractableDome'}"
,1,2020,7,2020-10-25T13:00:00,LAC,MIA,CBS,,,2,TRUE,,,79,82,Light Rain,79,12,,,2020-10-25T00:00:00,2020-10-25T13:00:00,17359,29,19,17359,Postponed,"{'StadiumID': 2, 'Name': 'Hard Rock Stadium', 'City': 'Miami Gardens', 'State': 'FL', 'Country': 'USA', 'Capacity': 76100, 'PlayingSurface': 'Grass', 'GeoLat': 25.958056, 'GeoLong': -80.238889, 'Type': 'Outdoor'}"
202010722,1,2020,7,2020-10-25T13:00:00,CAR,NO,FOX,-5,35.6,27,FALSE,,,69,69,Clear Sky,69,7,189,-232,2020-10-25T00:00:00,2020-10-25T13:00:00,17360,5,22,17360,Final,"{'StadiumID': 27, 'Name': 'Mercedes-Benz Superdome', 'City': 'New Orleans', 'State': 'LA', 'Country': 'USA', 'Capacity': 73208, 'PlayingSurface': 'Artificial', 'GeoLat': 29.950833, 'GeoLong': -90.081111, 'Type': 'Dome'}"
202010724,1,2020,7,2020-10-25T13:00:00,BUF,NYJ,CBS,4.8,33.2,3,FALSE,,,52,55,Light Rain,52,11,-296,235,2020-10-25T00:00:00,2020-10-25T13:00:00,17361,4,24,17361,Final,"{'StadiumID': 3, 'Name': 'MetLife Stadium', 'City': 'East Rutherford', 'State': 'NJ', 'Country': 'USA', 'Capacity': 82500, 'PlayingSurface': 'Artificial', 'GeoLat': 40.813528, 'GeoLong': -74.074361, 'Type': 'Outdoor'}"
202010734,1,2020,7,2020-10-25T13:00:00,PIT,TEN,CBS,-0.7,36.4,12,FALSE,,,59,60,Overcast Clouds,59,2,73,-86,2020-10-25T00:00:00,2020-10-25T13:00:00,17576,28,34,17576,Final,"{'StadiumID': 12, 'Name': 'Nissan Stadium', 'City': 'Nashville', 'State': 'TN', 'Country': 'USA', 'Capacity': 6914, 'PlayingSurface': 'Grass', 'GeoLat': 36.166389, 'GeoLong': -86.771389, 'Type': 'Outdoor'}"
202010735,1,2020,7,2020-10-25T13:00:00,DAL,WAS,FOX,-0.7,31.7,19,FALSE,,,49,50,Overcast Clouds,46,5,-77,-78,2020-10-25T00:00:00,2020-10-25T13:00:00,17362,9,35,17362,Final,"{'StadiumID': 19, 'Name': 'FedEx Field', 'City': 'Landover', 'State': 'MD', 'Country': 'USA', 'Capacity': 85000, 'PlayingSurface': 'Grass', 'GeoLat': 38.907778, 'GeoLong': -76.864444, 'Type': 'Outdoor'}"
202010725,1,2020,7,2020-10-25T16:05:00,TB,LV,FOX,2,36.7,53,FALSE,,,47,56,Broken Clouds,56,22,-144,123,2020-10-25T00:00:00,2020-10-25T16:05:00,17368,33,25,17368,Final,"{'StadiumID': 53, 'Name': 'Allegiant Stadium', 'City': 'Paradise', 'State': 'NV', 'Country': 'USA', 'Capacity': 72000, 'PlayingSurface': 'Grass', 'GeoLat': 36.090833, 'GeoLong': -115.183611, 'Type': 'Dome'}"
202010710,1,2020,7,2020-10-25T16:25:00,KC,DEN,CBS,3.3,32.8,13,FALSE,,,12,13,Light Snow,2,6,-212,174,2020-10-25T00:00:00,2020-10-25T16:25:00,17366,16,10,17366,Final,"{'StadiumID': 13, 'Name': 'Empower Field at Mile High', 'City': 'Denver', 'State': 'CO', 'Country': 'USA', 'Capacity': 76125, 'PlayingSurface': 'Grass', 'GeoLat': 39.743889, 'GeoLong': -105.020097, 'Type': 'Outdoor'}"
202010729,1,2020,7,2020-10-25T16:25:00,JAX,LAC,CBS,-5.7,34.2,54,FALSE,,,50,50,Few Clouds,50,2,228,-288,2020-10-25T00:00:00,2020-10-25T16:25:00,17640,15,29,17640,Final,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202010721,1,2020,7,2020-10-25T16:25:00,SF,NE,CBS,-2.1,31.7,4,FALSE,,,45,46,Overcast Clouds,44,4,93,-111,2020-10-25T00:00:00,2020-10-25T16:25:00,17367,31,21,17367,Final,"{'StadiumID': 4, 'Name': 'Gillette Stadium', 'City': 'Foxborough', 'State': 'MA', 'Country': 'USA', 'Capacity': 68756, 'PlayingSurface': 'Artificial', 'GeoLat': 42.090866, 'GeoLong': -71.264244, 'Type': 'Outdoor'}"
202010701,1,2020,7,2020-10-25T20:20:00,SEA,ARI,NBC,1.8,39.2,29,FALSE,,,68,72,Clear Sky,72,12,-128,108,2020-10-25T00:00:00,2020-10-25T20:20:00,17365,30,1,17365,F/OT,"{'StadiumID': 29, 'Name': 'State Farm Stadium', 'City': 'Glendale', 'State': 'AZ', 'Country': 'USA', 'Capacity': 63400, 'PlayingSurface': 'Grass', 'GeoLat': 33.528, 'GeoLong': -112.263036, 'Type': 'RetractableDome'}"
202010732,1,2020,7,2020-10-26T20:15:00,CHI,LAR,ESPN,-4.6,31.4,54,FALSE,,,65,66,Scattered Clouds,65,4,165,-200,2020-10-26T00:00:00,2020-10-26T20:15:00,17369,6,32,17369,Final,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
,1,2020,8,,BYE,ARI,,,,,,,,,,,,1,,,,,0,0,1,0,,
,1,2020,8,,BYE,HOU,,,,,,,,,,,,1,,,,,0,0,13,0,,
,1,2020,8,,BYE,JAX,,,,,,,,,,,,1,,,,,0,0,15,0,,
,1,2020,8,,BYE,WAS,,,,,,,,,,,,1,,,,,0,0,35,0,,
202010805,1,2020,8,2020-10-29T20:20:00,ATL,CAR,FOX,-1.1,37.1,26,FALSE,,,58,63,Broken Clouds,63,14,73,-86,2020-10-29T00:00:00,2020-10-29T20:20:00,17370,2,5,17370,Final,"{'StadiumID': 26, 'Name': 'Bank of America Stadium', 'City': 'Charlotte', 'State': 'NC', 'Country': 'USA', 'Capacity': 73778, 'PlayingSurface': 'Grass', 'GeoLat': 35.225833, 'GeoLong': -80.852778, 'Type': 'Outdoor'}"
202010803,1,2020,8,2020-11-01T13:00:00,PIT,BAL,CBS,-2.9,31.4,7,FALSE,,,38,40,Few Clouds,30,21,121,-143,2020-11-01T00:00:00,2020-11-01T13:00:00,17577,28,3,17577,Final,"{'StadiumID': 7, 'Name': 'M&T Bank Stadium', 'City': 'Baltimore', 'State': 'MD', 'Country': 'USA', 'Capacity': 71008, 'PlayingSurface': 'Grass', 'GeoLat': 39.278056, 'GeoLong': -76.622778, 'Type': 'Outdoor'}"
202010804,1,2020,8,2020-11-01T13:00:00,NE,BUF,CBS,-2.9,29.2,1,FALSE,,,31,33,Overcast Clouds,22,20,123,-147,2020-11-01T00:00:00,2020-11-01T13:00:00,17371,21,4,17371,Final,"{'StadiumID': 1, 'Name': 'Bills Stadium', 'City': 'Orchard Park', 'State': 'NY', 'Country': 'USA', 'Capacity': 73079, 'PlayingSurface': 'Artificial', 'GeoLat': 42.773758, 'GeoLong': -78.786837, 'Type': 'Outdoor'}"
202010807,1,2020,8,2020-11-01T13:00:00,TEN,CIN,CBS,3.6,35.3,5,FALSE,,,34,34,Clear Sky,26,9,-252,204,2020-11-01T00:00:00,2020-11-01T13:00:00,17372,34,7,17372,Final,"{'StadiumID': 5, 'Name': 'Paul Brown Stadium', 'City': 'Cincinnati', 'State': 'OH', 'Country': 'USA', 'Capacity': 65535, 'PlayingSurface': 'Artificial', 'GeoLat': 39.095309, 'GeoLong': -84.516003, 'Type': 'Outdoor'}"
202010808,1,2020,8,2020-11-01T13:00:00,LV,CLE,FOX,-0.7,33.5,6,FALSE,,,36,37,Overcast Clouds,24,28,-72,-83,2020-11-01T00:00:00,2020-11-01T13:00:00,17373,25,8,17373,Final,"{'StadiumID': 6, 'Name': 'FirstEnergy Stadium', 'City': 'Cleveland', 'State': 'OH', 'Country': 'USA', 'Capacity': 71516, 'PlayingSurface': 'Grass', 'GeoLat': 41.506111, 'GeoLong': -81.699444, 'Type': 'Outdoor'}"
202010811,1,2020,8,2020-11-01T13:00:00,IND,DET,CBS,1.5,34.9,21,FALSE,,,32,34,Overcast Clouds,23,16,-133,112,2020-11-01T00:00:00,2020-11-01T13:00:00,17374,14,11,17374,Final,"{'StadiumID': 21, 'Name': 'Ford Field', 'City': 'Detroit', 'State': 'MI', 'Country': 'USA', 'Capacity': 65000, 'PlayingSurface': 'Artificial', 'GeoLat': 42.340021, 'GeoLong': -83.045556, 'Type': 'Dome'}"
202010812,1,2020,8,2020-11-01T13:00:00,MIN,GB,FOX,-3.9,34.2,22,FALSE,,,26,26,Clear Sky,18,8,151,-184,2020-11-01T00:00:00,2020-11-01T13:00:00,17375,20,12,17375,Final,"{'StadiumID': 22, 'Name': 'Lambeau Field', 'City': 'Green Bay', 'State': 'WI', 'Country': 'USA', 'Capacity': 80750, 'PlayingSurface': 'Grass', 'GeoLat': 44.501389, 'GeoLong': -88.062222, 'Type': 'Outdoor'}"
202010816,1,2020,8,2020-11-01T13:00:00,NYJ,KC,CBS,-14.3,34.9,15,FALSE,,,37,38,Clear Sky,34,5,957,-2376,2020-11-01T00:00:00,2020-11-01T13:00:00,17376,24,16,17376,Final,"{'StadiumID': 15, 'Name': 'Arrowhead Stadium', 'City': 'Kansas City', 'State': 'MO', 'Country': 'USA', 'Capacity': 76416, 'PlayingSurface': 'Grass', 'GeoLat': 39.048889, 'GeoLong': -94.483889, 'Type': 'Outdoor'}"
202010819,1,2020,8,2020-11-01T13:00:00,LAR,MIA,FOX,1.8,33.2,2,FALSE,,,80,82,Clear Sky,80,7,-120,101,2020-11-01T00:00:00,2020-11-01T13:00:00,17377,32,19,17377,Final,"{'StadiumID': 2, 'Name': 'Hard Rock Stadium', 'City': 'Miami Gardens', 'State': 'FL', 'Country': 'USA', 'Capacity': 76100, 'PlayingSurface': 'Grass', 'GeoLat': 25.958056, 'GeoLong': -80.238889, 'Type': 'Outdoor'}"
202010810,1,2020,8,2020-11-01T16:05:00,LAC,DEN,CBS,1.5,31.4,13,FALSE,,,49,53,Clear Sky,49,3,-127,105,2020-11-01T00:00:00,2020-11-01T16:05:00,17641,29,10,17641,Final,"{'StadiumID': 13, 'Name': 'Empower Field at Mile High', 'City': 'Denver', 'State': 'CO', 'Country': 'USA', 'Capacity': 76125, 'PlayingSurface': 'Grass', 'GeoLat': 39.743889, 'GeoLong': -105.020097, 'Type': 'Outdoor'}"
,1,2020,8,2020-11-01T16:05:00,JAX,LAC,CBS,,,54,TRUE,,,69,73,Scattered Clouds,69,3,,,2020-11-01T00:00:00,2020-11-01T16:05:00,17378,15,29,17378,Postponed,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202010806,1,2020,8,2020-11-01T16:25:00,NO,CHI,FOX,2.8,29.2,20,FALSE,,,33,34,Clear Sky,24,13,-178,147,2020-11-01T00:00:00,2020-11-01T16:25:00,17379,22,6,17379,F/OT,"{'StadiumID': 20, 'Name': 'Soldier Field', 'City': 'Chicago', 'State': 'IL', 'Country': 'USA', 'Capacity': 61500, 'PlayingSurface': 'Grass', 'GeoLat': 41.86232, 'GeoLong': -87.616699, 'Type': 'Outdoor'}"
202010830,1,2020,8,2020-11-01T16:25:00,SF,SEA,FOX,-0.7,38.9,31,FALSE,,,48,49,Clear Sky,48,3,-73,-83,2020-11-01T00:00:00,2020-11-01T16:25:00,17380,31,30,17380,Final,"{'StadiumID': 31, 'Name': 'Lumen Field', 'City': 'Seattle', 'State': 'WA', 'Country': 'USA', 'Capacity': 67000, 'PlayingSurface': 'Artificial', 'GeoLat': 47.5952, 'GeoLong': -122.331625, 'Type': 'Outdoor'}"
202010826,1,2020,8,2020-11-01T20:20:00,DAL,PHI,NBC,-7.1,30.7,18,FALSE,,,38,40,Scattered Clouds,32,16,253,-325,2020-11-01T00:00:00,2020-11-01T20:20:00,17381,9,26,17381,Final,"{'StadiumID': 18, 'Name': 'Lincoln Financial Field', 'City': 'Philadelphia', 'State': 'PA', 'Country': 'USA', 'Capacity': 68532, 'PlayingSurface': 'Grass', 'GeoLat': 39.900833, 'GeoLong': -75.167469, 'Type': 'Outdoor'}"
202010823,1,2020,8,2020-11-02T20:15:00,TB,NYG,ESPN,6.4,33.5,3,FALSE,,,40,41,Few Clouds,31,17,-511,374,2020-11-02T00:00:00,2020-11-02T20:15:00,17382,33,23,17382,Final,"{'StadiumID': 3, 'Name': 'MetLife Stadium', 'City': 'East Rutherford', 'State': 'NJ', 'Country': 'USA', 'Capacity': 82500, 'PlayingSurface': 'Artificial', 'GeoLat': 40.813528, 'GeoLong': -74.074361, 'Type': 'Outdoor'}"
,1,2020,9,,BYE,CIN,,,,,,,,,,,,1,,,,,0,0,7,0,,
,1,2020,9,,BYE,CLE,,,,,,,,,,,,1,,,,,0,0,8,0,,
,1,2020,9,,BYE,LAR,,,,,,,,,,,,1,,,,,0,0,32,0,,
,1,2020,9,,BYE,PHI,,,,,,,,,,,,1,,,,,0,0,26,0,,
202010931,1,2020,9,2020-11-05T20:20:00,GB,SF,FOX,3.1,34.6,37,FALSE,,,63,65,Broken Clouds,63,2,-190,157,2020-11-05T00:00:00,2020-11-05T20:20:00,17383,12,31,17383,Final,"{'StadiumID': 37, 'Name': ""Levi's Stadium"", 'City': 'Santa Clara', 'State': 'CA', 'Country': 'USA', 'Capacity': 68500, 'PlayingSurface': 'Grass', 'GeoLat': 37.403, 'GeoLong': -121.970274, 'Type': 'Outdoor'}"
202010902,1,2020,9,2020-11-08T13:00:00,DEN,ATL,CBS,-3.2,35.6,45,FALSE,,,66,66,Scattered Clouds,66,12,131,-158,2020-11-08T00:00:00,2020-11-08T13:00:00,17384,10,2,17384,Final,"{'StadiumID': 45, 'Name': 'Mercedes-Benz Stadium', 'City': 'Atlanta', 'State': 'GA', 'Country': 'USA', 'Capacity': 71000, 'PlayingSurface': 'Artificial', 'GeoLat': 33.755556, 'GeoLong': -84.401, 'Type': 'RetractableDome'}"
202010904,1,2020,9,2020-11-08T13:00:00,SEA,BUF,FOX,1.5,39.2,1,FALSE,,,53,54,Clear Sky,53,6,-125,105,2020-11-08T00:00:00,2020-11-08T13:00:00,17385,30,4,17385,Final,"{'StadiumID': 1, 'Name': 'Bills Stadium', 'City': 'Orchard Park', 'State': 'NY', 'Country': 'USA', 'Capacity': 73079, 'PlayingSurface': 'Artificial', 'GeoLat': 42.773758, 'GeoLong': -78.786837, 'Type': 'Outdoor'}"
202010914,1,2020,9,2020-11-08T13:00:00,BAL,IND,CBS,-0.7,34.2,9,FALSE,,,61,61,Broken Clouds,61,7,-78,-78,2020-11-08T00:00:00,2020-11-08T13:00:00,17387,3,14,17387,Final,"{'StadiumID': 9, 'Name': 'Lucas Oil Stadium', 'City': 'Indianapolis', 'State': 'IN', 'Country': 'USA', 'Capacity': 67000, 'PlayingSurface': 'Artificial', 'GeoLat': 39.760056, 'GeoLong': -86.163806, 'Type': 'RetractableDome'}"
202010915,1,2020,9,2020-11-08T13:00:00,HOU,JAX,CBS,3.3,34.9,10,FALSE,,,75,76,Light Rain,75,13,-220,181,2020-11-08T00:00:00,2020-11-08T13:00:00,17391,13,15,17391,Final,"{'StadiumID': 10, 'Name': 'TIAA Bank Field', 'City': 'Jacksonville', 'State': 'FL', 'Country': 'USA', 'Capacity': 67246, 'PlayingSurface': 'Grass', 'GeoLat': 30.323889, 'GeoLong': -81.6375, 'Type': 'Outdoor'}"
202010916,1,2020,9,2020-11-08T13:00:00,CAR,KC,FOX,-7.1,36.7,15,FALSE,,,64,66,Clear Sky,66,14,287,-373,2020-11-08T00:00:00,2020-11-08T13:00:00,17388,5,16,17388,Final,"{'StadiumID': 15, 'Name': 'Arrowhead Stadium', 'City': 'Kansas City', 'State': 'MO', 'Country': 'USA', 'Capacity': 76416, 'PlayingSurface': 'Grass', 'GeoLat': 39.048889, 'GeoLong': -94.483889, 'Type': 'Outdoor'}"
202010920,1,2020,9,2020-11-08T13:00:00,DET,MIN,CBS,-2.1,36.7,42,FALSE,,,65,65,Broken Clouds,65,14,101,-120,2020-11-08T00:00:00,2020-11-08T13:00:00,17389,11,20,17389,Final,"{'StadiumID': 42, 'Name': 'U.S. Bank Stadium', 'City': 'Minneapolis', 'State': 'MN', 'Country': 'USA', 'Capacity': 66655, 'PlayingSurface': 'Artificial', 'GeoLat': 44.974288, 'GeoLong': -93.258, 'Type': 'Dome'}"
202010934,1,2020,9,2020-11-08T13:00:00,CHI,TEN,FOX,-4.3,33.2,12,FALSE,,,65,66,Clear Sky,65,5,158,-194,2020-11-08T00:00:00,2020-11-08T13:00:00,17386,6,34,17386,Final,"{'StadiumID': 12, 'Name': 'Nissan Stadium', 'City': 'Nashville', 'State': 'TN', 'Country': 'USA', 'Capacity': 6914, 'PlayingSurface': 'Grass', 'GeoLat': 36.166389, 'GeoLong': -86.771389, 'Type': 'Outdoor'}"
202010935,1,2020,9,2020-11-08T13:00:00,NYG,WAS,FOX,-2.1,30.7,19,FALSE,,,59,59,Few Clouds,59,3,92,-109,2020-11-08T00:00:00,2020-11-08T13:00:00,17390,23,35,17390,Final,"{'StadiumID': 19, 'Name': 'FedEx Field', 'City': 'Landover', 'State': 'MD', 'Country': 'USA', 'Capacity': 85000, 'PlayingSurface': 'Grass', 'GeoLat': 38.907778, 'GeoLong': -76.864444, 'Type': 'Outdoor'}"
202010929,1,2020,9,2020-11-08T16:05:00,LV,LAC,FOX,0.5,37.8,54,FALSE,,,55,55,Clear Sky,55,10,-86,73,2020-11-08T00:00:00,2020-11-08T16:05:00,17392,25,29,17392,Final,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202010901,1,2020,9,2020-11-08T16:25:00,MIA,ARI,CBS,-3.9,34.9,29,FALSE,,,56,58,Few Clouds,58,16,145,-175,2020-11-08T00:00:00,2020-11-08T16:25:00,17394,19,1,17394,Final,"{'StadiumID': 29, 'Name': 'State Farm Stadium', 'City': 'Glendale', 'State': 'AZ', 'Country': 'USA', 'Capacity': 63400, 'PlayingSurface': 'Grass', 'GeoLat': 33.528, 'GeoLong': -112.263036, 'Type': 'RetractableDome'}"
202010909,1,2020,9,2020-11-08T16:25:00,PIT,DAL,CBS,6.9,31.4,17,FALSE,,,66,67,Clear Sky,66,11,-598,431,2020-11-08T00:00:00,2020-11-08T16:25:00,17393,28,9,17393,Final,"{'StadiumID': 17, 'Name': 'AT&T Stadium', 'City': 'Arlington', 'State': 'TX', 'Country': 'USA', 'Capacity': 80000, 'PlayingSurface': 'Artificial', 'GeoLat': 32.747778, 'GeoLong': -97.092778, 'Type': 'RetractableDome'}"
202010933,1,2020,9,2020-11-08T20:20:00,NO,TB,NBC,-2.1,36,24,FALSE,,,76,77,Light Rain,76,23,104,-123,2020-11-08T00:00:00,2020-11-08T20:20:00,17395,22,33,17395,Final,"{'StadiumID': 24, 'Name': 'Raymond James Stadium', 'City': 'Tampa Bay', 'State': 'FL', 'Country': 'USA', 'Capacity': 65890, 'PlayingSurface': 'Grass', 'GeoLat': 27.975833, 'GeoLong': -82.503333, 'Type': 'Outdoor'}"
202010924,1,2020,9,2020-11-09T20:15:00,NE,NYJ,ESPN,4.8,30.3,3,FALSE,,,61,61,Clear Sky,61,4,-291,230,2020-11-09T00:00:00,2020-11-09T20:15:00,17396,21,24,17396,Final,"{'StadiumID': 3, 'Name': 'MetLife Stadium', 'City': 'East Rutherford', 'State': 'NJ', 'Country': 'USA', 'Capacity': 82500, 'PlayingSurface': 'Artificial', 'GeoLat': 40.813528, 'GeoLong': -74.074361, 'Type': 'Outdoor'}"
,1,2020,10,,BYE,ATL,,,,,,,,,,,,1,,,,,0,0,2,0,,
,1,2020,10,,BYE,DAL,,,,,,,,,,,,1,,,,,0,0,9,0,,
,1,2020,10,,BYE,KC,,,,,,,,,,,,1,,,,,0,0,16,0,,
